date,price,market_cap,mvrv,btc_price,fear_greed
2022-05-26,1807.68160239626,215410440618.982,0.961942889874,29332.4860467563,12.0
2022-05-27,1721.27814289889,205133028068.0864,0.925896356953,28612.0413103448,12.0
2022-05-28,1793.65815663355,213781585780.34515,0.961174475791,29045.5206344243,13.0
2022-05-29,1811.05755844535,215878221063.95007,0.969040084869,29430.0689800117,14.0
2022-05-30,1996.49929953244,238005746884.4788,1.059317772892,31735.9549719462,10.0
2022-05-31,1947.31703623612,232162439561.54108,1.036535358409,31831.4095251315,16.0
2022-06-01,1827.6371081239,217911356816.95145,0.983359881868,29825.9221992987,17.0
2022-06-02,1835.3889748685,218852059958.12488,0.989302696058,30504.2679997078,13.0
2022-06-03,1773.33450613676,211468640976.9911,0.961861492163,29662.6709708942,10.0
2022-06-04,1799.04830862069,214551456101.67188,0.974895503941,29792.4076779077,14.0
2022-06-05,1805.68905447107,215360134664.82568,0.978660824837,29915.4093009936,10.0
2022-06-06,1857.0548635301,221503743956.82687,1.004869798696,31333.6770197545,13.0
2022-06-07,1812.55737521917,216212872782.23093,0.984081760208,31175.0324289889,15.0
2022-06-08,1794.50157685564,214072989487.4596,0.976007186383,30228.464698422,17.0
2022-06-09,1787.18229456458,213213980470.0848,0.974293659785,30064.4855289305,11.0
2022-06-10,1662.50309760374,198354858171.60715,0.915856746236,29070.4000300994,13.0
2022-06-11,1529.50090531853,182502839943.4822,0.852277181597,28360.7899231444,12.0
2022-06-12,1449.37609070719,172958147267.76874,0.813341002428,26830.2839456458,14.0
2022-06-13,1192.1638591467,142272301481.38916,0.687683473973,22316.2570400351,11.0
2022-06-14,1205.54458474576,143879882245.3824,0.698427540801,22072.8663085915,8.0
2022-06-15,1228.52421186441,146632659914.14587,0.714331921232,22520.7910087668,7.0
2022-06-16,1062.05631794272,126774665475.14133,0.629506534828,20310.1769848042,7.0
2022-06-17,1087.0124880187,129765222193.73332,0.644846295575,20464.9290873174,9.0
2022-06-18,992.790097311514,118526879127.75124,0.595201016106,19013.8672536528,6.0
2022-06-19,1124.3688886616,134248636330.19833,0.668332926103,20492.2951683226,6.0
2022-06-20,1122.38415809468,134024779381.54967,0.668872538155,20571.6292247224,9.0
2022-06-21,1124.80054354179,134324606737.52296,0.671204294825,20688.4651312098,9.0
2022-06-22,1052.48545265926,125699394063.5976,0.633622724331,20003.1683375219,11.0
2022-06-23,1144.74839117475,136728701297.64632,0.686647031612,21097.1028331385,11.0
2022-06-24,1233.92042811221,147391348537.05792,0.739468572021,21299.0769853887,11.0
2022-06-25,1242.46349766219,148424330810.9764,0.744397790499,21468.3431566335,14.0
2022-06-26,1204.22064611338,143867796717.28784,0.723405075238,21066.6209430158,14.0
2022-06-27,1194.90176943308,142765306254.53815,0.718894417578,20751.0516960842,12.0
2022-06-28,1142.80152688486,136551020228.45496,0.691572391881,20263.2196393922,10.0
2022-06-29,1095.82495207481,130947450082.26038,0.667916157075,20080.9480864991,13.0
2022-06-30,1041.53905172414,124470292276.90501,0.639748410862,19332.9121294565,11.0
2022-07-01,1066.1029628872,127418877795.21445,0.655150138251,19341.8631240795,11.0
2022-07-02,1066.51756253653,127483081266.18633,0.656253479133,19231.8317083577,14.0
2022-07-03,1073.70227878434,128356565298.48178,0.660539682916,19276.5146639392,11.0
2022-07-04,1150.1623100526,137512022703.22256,0.704046849675,20226.2984745763,14.0
