date,mvrv_zscore_raw,mvrv_zscore,ma_200w_ratio_raw,ma_200w,monthly_rsi_raw,monthly_rsi,pi_cycle_ratio_raw,pi_cycle,puell_raw,puell,fear_greed_raw,fear_greed
2015-03-08,-0.4288711706984885,50,1.3664465529335954,0,46.290085307144324,50,0.33529661588598436,100,0.6024521294034971,50,,50
2015-03-09,-0.4084828011575958,50,1.438396410117591,0,46.290085307144324,50,0.3350753709259467,100,0.5877054243863183,50,,50
2015-03-10,-0.4063210023976956,50,1.4477857738504765,0,46.290085307144324,50,0.3348291046830015,100,0.6420009386907928,50,,50
2015-03-11,-0.4006757751082594,50,1.467931327596115,0,46.290085307144324,50,0.33483459289270157,100,0.6579251966478236,50,,50
2015-03-12,-0.40294108146802005,50,1.462017549959612,0,46.290085307144324,50,0.33467424144140995,100,0.5277479684068342,50,,50
2015-03-13,-0.41566552139816776,50,1.4117543413731346,0,46.290085307144324,50,0.33444769558813076,100,0.5446335127432029,50,,50
2015-03-14,-0.4187288046077654,50,1.3990192808360222,0,46.290085307144324,50,0.33401816310729815,100,0.5098087726556502,50,,50
2015-03-15,-0.41375618207804316,50,1.4156844362586039,0,46.290085307144324,50,0.33345149519113837,100,0.5402215858179581,50,,50
2015-03-16,-0.40805201960658194,50,1.434566145779684,0,46.290085307144324,50,0.3329125218253044,100,0.5099091137383482,50,,50
2015-03-17,-0.4163278832605515,50,1.4029482299511338,0,46.290085307144324,50,0.3324720546922259,100,0.5475830119943363,50,,50
2015-03-18,-0.45345529618193486,50,1.264307747708614,0,46.290085307144324,50,0.3316839899381495,100,0.6478882150832268,50,,50
2015-03-19,-0.44672251325127904,50,1.2867757217859048,0,46.290085307144324,50,0.3308685833466435,100,0.5108473755655355,50,,50
2015-03-20,-0.44539297625686347,50,1.2899003696658584,0,46.290085307144324,50,0.33007856925668744,100,0.4663349020929276,100,,50
2015-03-21,-0.44771841807482093,50,1.2800142992353505,0,46.290085307144324,50,0.3292702098129703,100,0.5953631310967472,50,,50
2015-03-22,-0.43722298831520134,50,1.3166162186800565,0,46.290085307144324,50,0.3285137903114734,100,0.4856180065980054,100,,50
2015-03-23,-0.43995631317220774,50,1.3050436788666175,0,46.290085307144324,50,0.3276739847739877,100,0.572841418115633,50,,50
2015-03-24,-0.466560835961557,50,1.2064761583832873,0,46.290085307144324,50,0.32674702222622565,100,0.6230709577243385,50,,50
2015-03-25,-0.46642348543963913,50,1.2049076226380497,0,46.290085307144324,50,0.3258703775526498,100,0.553793665794765,50,,50
2015-03-26,-0.4623992838349097,50,1.2176271182903042,0,46.290085307144324,50,0.32474372759271525,100,0.5659420982434703,50,,50
2015-03-27,-0.4651131974688285,50,1.2061118563845072,0,46.290085307144324,50,0.32375406214017144,100,0.6384801292951862,50,,50
2015-03-28,-0.45710929774242476,50,1.2335951237133076,0,46.290085307144324,50,0.322801208146328,100,0.5073557097613342,50,,50
2015-03-29,-0.47090390958423795,50,1.182629714227717,50,46.290085307144324,50,0.3218854564646167,100,0.560964511621186,50,,50
2015-03-30,-0.46342996422753424,50,1.207758628235743,0,46.290085307144324,50,0.3212434196096555,100,0.4925771306867817,100,,50
2015-03-31,-0.4681944442711311,50,1.1891566641367326,50,45.86987461542276,50,0.3207365750749682,100,0.5494462599777576,50,,50
2015-04-01,-0.4640213638162536,50,1.2001859428117052,0,45.86987461542276,50,0.3202632484353878,100,0.47892918227200343,100,,50
2015-04-02,-0.45529193363894344,50,1.2304387043436333,0,45.86987461542276,50,0.3197240873694612,100,0.6112597078469427,50,,50
2015-04-03,-0.45349709498861673,50,1.2352455555594586,0,45.86987461542276,50,0.3191994658031795,100,0.545388746445731,50,,50
2015-04-04,-0.45469151575898814,50,1.229941062072785,0,45.86987461542276,50,0.3186379195009536,100,0.6168155740038279,50,,50
2015-04-05,-0.44492224091828314,50,1.263580585453577,0,45.86987461542276,50,0.3182290433139678,100,0.5549639738564278,50,,50
2015-04-06,-0.45132015490701005,50,1.2396000413535275,0,45.86987461542276,50,0.31797209466417886,100,0.48424822649394894,100,,50
2015-04-07,-0.45330951939689285,50,1.2311907812393366,0,45.86987461542276,50,0.3177730982944073,100,0.6326877339216262,50,,50
2015-04-08,-0.4654209831521401,50,1.186788108779057,50,45.86987461542276,50,0.31757148365264243,100,0.5222844442410282,50,,50
2015-04-09,-0.46778357270661397,50,1.1764310923927022,50,45.86987461542276,50,0.31732786499809573,100,0.4672122012438326,100,,50
2015-04-10,-0.477839336438557,50,1.1370619279348464,50,45.86987461542276,50,0.3168008086731868,100,0.5818178414814095,50,,50
2015-04-11,-0.4756348954346652,50,1.143595327167107,50,45.86987461542276,50,0.31636989113300307,100,0.49096105996543177,100,,50
2015-04-12,-0.47579999828806635,50,1.1414469424018716,50,45.86987461542276,50,0.3157697626921883,100,0.43086990188382124,100,,50
2015-04-13,-0.4912864196688196,50,1.084673371200156,50,45.86987461542276,50,0.31502409699124867,100,0.5615322905705818,50,,50
2015-04-14,-0.49886057186591154,50,1.0562961606063677,50,45.86987461542276,50,0.3143835495868529,100,0.4696299487778472,100,,50
2015-04-15,-0.4930311913938357,50,1.0726411130879367,50,45.86987461542276,50,0.31382004128876234,100,0.37482003273487025,100,,50
2015-04-16,-0.4857599791705106,50,1.0967293922029575,50,45.86987461542276,50,0.3132122749245737,100,0.48576007813935385,100,,50
2015-04-17,-0.49343210796510434,50,1.0685687623849278,50,45.86987461542276,50,0.3126815461550372,100,0.3962987005672589,100,,50
2015-04-18,-0.4925088847297431,50,1.0707512772140915,50,45.86987461542276,50,0.31211362496588435,100,0.4826264561769644,100,,50
2015-04-19,-0.49259103876771126,50,1.0694518993422655,50,45.86987461542276,50,0.31158197478707805,100,0.5708477844911168,50,,50
2015-04-20,-0.490171703724228,50,1.0764032030421622,50,45.86987461542276,50,0.31108299508279785,100,0.5208826384854794,50,,50
2015-04-21,-0.4761688966814576,50,1.1236432223089658,50,45.86987461542276,50,0.3105534936280352,100,0.5288055294028505,50,,50
2015-04-22,-0.47760654368605404,50,1.117475473261473,50,45.86987461542276,50,0.3101051810106285,100,0.5538412396627828,50,,50
2015-04-23,-0.4747097217505249,50,1.1267235738302126,50,45.86987461542276,50,0.3096575645387665,100,0.4504767484431775,100,,50
2015-04-24,-0.48074447515255975,50,1.1045480728730834,50,45.86987461542276,50,0.3095366168000059,100,0.4372661186371446,100,,50
2015-04-25,-0.4875569426340602,50,1.079858286679446,50,45.86987461542276,50,0.3096306160562262,100,0.6104068500896276,50,,50
2015-04-26,-0.49559473799735315,50,1.0507890658254313,50,45.86987461542276,50,0.3094998782090533,100,0.4514027314065751,100,,50
2015-04-27,-0.48597878627262114,50,1.0825255559114173,50,45.86987461542276,50,0.3092935984402336,100,0.5134566899159477,50,,50
2015-04-28,-0.48832276343645964,50,1.0733037866043316,50,45.86987461542276,50,0.3089522116817847,100,0.5378682300748463,50,,50
2015-04-29,-0.4880541692031462,50,1.0731127815287864,50,45.86987461542276,50,0.30877367646966114,100,0.400839336190916,100,,50
2015-04-30,-0.4733015058420573,50,1.1229577760328295,50,45.505476241465004,50,0.30860398588156596,100,0.47259828241095564,100,,50
2015-05-01,-0.4781554632302644,50,1.1051249359077588,50,45.505476241465004,50,0.30859026785133553,100,0.5591488933057963,50,,50
2015-05-02,-0.47424560009585,50,1.1175545249107048,50,45.505476241465004,50,0.3086884889041007,100,0.5456620670729629,50,,50
2015-05-03,-0.4674421468505985,50,1.1400486320236656,50,45.505476241465004,50,0.3088287793668147,100,0.5145893758462532,50,,50
2015-05-04,-0.4694513969970555,50,1.13213282648167,50,45.505476241465004,50,0.30946610376646994,100,0.4924129250198181,100,,50
2015-05-05,-0.4734000055328906,50,1.1172985698589093,50,45.505476241465004,50,0.31073062993642575,100,0.5359535424172449,50,,50
2015-05-06,-0.48234231036623276,50,1.0855406534075198,50,45.505476241465004,50,0.31152617091060586,100,0.5996461752945896,50,,50
2015-05-07,-0.47164000327645256,50,1.1208837399943286,50,45.505476241465004,50,0.31252499005584655,100,0.48264485582454364,100,,50
2015-05-08,-0.46158494105727205,50,1.1542699631999254,50,45.505476241465004,50,0.3136775372172915,100,0.5889320472823828,50,,50
2015-05-09,-0.46388818993101427,50,1.145464350365129,50,45.505476241465004,50,0.31469780754979143,100,0.5077252746884198,50,,50
2015-05-10,-0.4665494657778224,50,1.135280393941482,50,45.505476241465004,50,0.3157431446540939,100,0.5337239717201465,50,,50
2015-05-11,-0.4641452152862268,50,1.1415643681005307,50,45.505476241465004,50,0.3168924052092315,100,0.5907581416311484,50,,50
2015-05-12,-0.4640677123184241,50,1.1404963807117594,50,45.505476241465004,50,0.3178353334638261,100,0.5896104911564797,50,,50
2015-05-13,-0.47180279073223874,50,1.1130172930962465,50,45.505476241465004,50,0.31867556772476663,100,0.6709995511303758,50,,50
2015-05-14,-0.47109579968220067,50,1.1140582548753868,50,45.505476241465004,50,0.31950885142846835,100,0.6178613963956304,50,,50
2015-05-15,-0.47028515099778057,50,1.1157382785239844,50,45.505476241465004,50,0.32028451675214153,100,0.6124573463845281,50,,50
2015-05-16,-0.47253236806023746,50,1.1070561232528546,50,45.505476241465004,50,0.32100185544669135,100,0.4981484976990365,100,,50
2015-05-17,-0.4708785375301627,50,1.111628347949221,50,45.505476241465004,50,0.3215100669398633,100,0.6400185636561395,50,,50
2015-05-18,-0.4764064540437637,50,1.0916872672022526,50,45.505476241465004,50,0.32217263449841027,100,0.5440938229743332,50,,50
2015-05-19,-0.4775459256843964,50,1.0866305489813775,50,45.505476241465004,50,0.3231973183447624,100,0.4601789694241345,100,,50
2015-05-20,-0.4744055531156767,50,1.0962014381867164,50,45.505476241465004,50,0.324201144016381,100,0.5464863878427167,50,,50
2015-05-21,-0.47244110652131793,50,1.1017662363841254,50,45.505476241465004,50,0.3253281189163741,100,0.5607056687403313,50,,50
2015-05-22,-0.4657177352156435,50,1.1232238339404739,50,45.505476241465004,50,0.3266182278973126,100,0.5145612571264279,50,,50
2015-05-23,-0.4675131496741336,50,1.1160284727938388,50,45.505476241465004,50,0.3278024595313103,100,0.44936872690156987,100,,50
2015-05-24,-0.4650513913559603,50,1.1233447645278658,50,45.505476241465004,50,0.32885683823337253,100,0.5430588392352879,50,,50
2015-05-25,-0.47003508805536137,50,1.1052179507903763,50,45.505476241465004,50,0.3300075835128596,100,0.5319212654576497,50,,50
2015-05-26,-0.4702176638480323,50,1.1034320082133735,50,45.505476241465004,50,0.3311823516222789,100,0.5888804199543942,50,,50
2015-05-27,-0.4694917684482899,50,1.104509110758243,50,45.505476241465004,50,0.3324376509905276,100,0.5155997709436789,50,,50
2015-05-28,-0.4696474556217227,50,1.1025408609749299,50,45.505476241465004,50,0.3335262390741585,100,0.46229304724328,100,,50
2015-05-29,-0.4700220553269295,50,1.1002808465245093,50,45.505476241465004,50,0.3345584591463755,100,0.6497818842493231,50,,50
2015-05-30,-0.4744080307127744,50,1.0815568048381152,50,45.505476241465004,50,0.33555963369367353,100,0.5130822473637343,50,,50
2015-05-31,-0.47888891712589865,50,1.065283239688491,50,45.18836721740733,50,0.33661133602019516,100,0.5367286481457466,50,,50
2015-06-01,-0.48715268475344875,50,1.0359250889010425,50,45.18836721740733,50,0.3376098424811194,100,0.46090060466671495,100,,50
2015-06-02,-0.48405184830862774,50,1.0446431434469974,50,45.18836721740733,50,0.33870047800804054,100,0.5376034669590274,50,,50
2015-06-03,-0.48399208996422816,50,1.0433975491239997,50,45.18836721740733,50,0.33975440030479154,100,0.5040058965160751,50,,50
2015-06-04,-0.4862184360082535,50,1.0349180123753652,50,45.18836721740733,50,0.34059214508549474,100,0.5562964057583571,50,,50
2015-06-05,-0.4844612438578526,50,1.0396927228727055,50,45.18836721740733,50,0.3411716017214853,100,0.49555477817606597,100,,50
2015-06-06,-0.4837960029546516,50,1.0409289292150927,50,45.18836721740733,50,0.3420527061348063,100,0.7468273293504856,50,,50
2015-06-07,-0.48599989653528947,50,1.032111548479525,50,45.18836721740733,50,0.3429325093789396,100,0.5593671267230615,50,,50
2015-06-08,-0.4784096663144786,50,1.0561153914642933,50,45.18836721740733,50,0.34373151715778105,100,0.6075043371764975,50,,50
2015-06-09,-0.4775232623616816,50,1.0581017924569596,50,45.18836721740733,50,0.34461462970163637,100,0.5701146161544142,50,,50
2015-06-10,-0.4784513637464838,50,1.05373539423205,50,45.18836721740733,50,0.3453711399946259,100,0.6511548955054545,50,,50
2015-06-11,-0.476867497963255,50,1.0575597615774461,50,45.18836721740733,50,0.346146770333034,100,0.5263872483276909,50,,50
2015-06-12,-0.4765480541921272,50,1.0578375486632703,50,45.18836721740733,50,0.3469840664093388,100,0.5696796618082558,50,,50
2015-06-13,-0.47187511548155747,50,1.0718004830959436,50,45.18836721740733,50,0.3479546586057214,100,0.6871442206634427,50,,50
2015-06-14,-0.4724901150950041,50,1.0686843256313023,50,45.18836721740733,50,0.34891371891001177,100,0.6143382379426789,50,,50
2015-06-15,-0.46642231760336406,50,1.087568680109597,50,45.18836721740733,50,0.3500200005338865,100,0.6263881082301159,50,,50
2015-06-16,-0.4460482946067126,50,1.1539071053167445,50,45.18836721740733,50,0.3513132044059546,100,0.5310437039516251,50,,50
2015-06-17,-0.450862719926008,50,1.1371291487126947,50,45.18836721740733,50,0.352619508964709,100,0.7114932228985326,50,,50
2015-06-18,-0.44930632668015497,50,1.141022750287762,50,45.18836721740733,50,0.3536957893829639,100,0.6989080415581048,50,,50
2015-06-19,-0.4552187492323666,50,1.120881049391718,50,45.18836721740733,50,0.3546924871438431,100,0.6460058648067984,50,,50
2015-06-20,-0.4541277752370496,50,1.1235876581046398,50,45.18836721740733,50,0.35562834631779006,100,0.5556707917769236,50,,50
2015-06-21,-0.45595419007166343,50,1.1168708658549276,50,45.18836721740733,50,0.356363935023955,100,0.5215853229424411,50,,50
2015-06-22,-0.4521133428171217,50,1.1284251133701233,50,45.18836721740733,50,0.3570126931333586,100,0.7034381682482339,50,,50
2015-06-23,-0.4560323296724356,50,1.1146344313165297,50,45.18836721740733,50,0.3577650226277911,100,0.6398386519687325,50,,50
2015-06-24,-0.46112321995494066,50,1.0967723550766941,50,45.18836721740733,50,0.3584376446333233,100,0.680403415736884,50,,50
2015-06-25,-0.4583281173699754,50,1.104584199623132,50,45.18836721740733,50,0.35915689040881044,100,0.680128379308142,50,,50
2015-06-26,-0.4573858275854274,50,1.1065646771771624,50,45.18836721740733,50,0.35990063996031335,100,0.6955552237020902,50,,50
2015-06-27,-0.4453470940782056,50,1.1446514810968675,50,45.18836721740733,50,0.3607593920127405,100,0.5497562505674637,50,,50
2015-06-28,-0.4488355751216265,50,1.1325227307916865,50,45.18836721740733,50,0.3613779108501716,100,0.6834047173560791,50,,50
2015-06-29,-0.4382036301674248,50,1.166106803930888,50,45.18836721740733,50,0.3620167038889772,100,0.6429318489435835,50,,50
2015-06-30,-0.42827985626449755,50,1.1978477677649748,50,47.171616958576394,50,0.36268383125956,100,0.6367295885100666,50,,50
2015-07-01,-0.43646130765459684,50,1.1705154120761003,50,47.171616958576394,50,0.3632891287634849,100,0.6019898639454779,50,,50
2015-07-02,-0.44099298683571664,50,1.1546441923473298,50,47.171616958576394,50,0.36402295074783364,100,0.7309790463878677,50,,50
2015-07-03,-0.43855720476469157,50,1.1597882480203288,50,47.171616958576394,50,0.36482739390157837,100,0.7857585955813078,50,,50
2015-07-04,-0.432332759067684,50,1.1788546315073158,50,47.171616958576394,50,0.36562843654646043,100,0.6879605405820973,50,,50
2015-07-05,-0.4170975927955477,50,1.2266528728749304,0,47.171616958576394,50,0.366479228739544,100,0.7190069389254317,50,,50
2015-07-06,-0.42023241408697326,50,1.2158393687819855,0,47.171616958576394,50,0.3673843510778607,100,0.9270720155330061,50,,50
2015-07-07,-0.42415069131955063,50,1.2027788631736687,0,47.171616958576394,50,0.3686481539943432,100,0.6972079957200142,50,,50
2015-07-08,-0.41841426331600107,50,1.2202769874944006,0,47.171616958576394,50,0.3698965917750998,100,0.7760438006781755,50,,50
2015-07-09,-0.41934845123639025,50,1.2152072712944066,0,47.171616958576394,50,0.3710758183604074,100,0.628911095323212,50,,50
2015-07-10,-0.3972446599668689,50,1.285596349371503,0,47.171616958576394,50,0.37245149840862185,100,0.8293750515438728,50,,50
2015-07-11,-0.3856184200189908,50,1.321998068834102,0,47.171616958576394,50,0.37379341582219605,100,0.785504869227454,50,,50
2015-07-12,-0.3614827558301683,50,1.3996260016543736,0,47.171616958576394,50,0.375349206782549,100,0.7938721431668414,50,,50
2015-07-13,-0.3879808635939304,50,1.3137941916653637,0,47.171616958576394,50,0.37697784958867775,100,0.8815269211421325,50,,50
2015-07-14,-0.394887009386642,50,1.2905926197763427,0,47.171616958576394,50,0.37855277430666284,100,0.7413587730853802,50,,50
2015-07-15,-0.3974721285213535,50,1.2812874060804968,0,47.171616958576394,50,0.38000475928060173,100,0.7769166787907076,50,,50
2015-07-16,-0.4077235940391018,50,1.247078073251161,0,47.171616958576394,50,0.38148043109199226,100,0.7009242696693552,50,,50
2015-07-17,-0.40561873135260296,50,1.2528344369819053,0,47.171616958576394,50,0.3829476581368091,100,0.8202329331827494,50,,50
2015-07-18,-0.40931691199718273,50,1.2396315173129675,0,47.171616958576394,50,0.3845167401102625,100,0.7758623736352431,50,,50
2015-07-19,-0.41219928195880684,50,1.2293080582357239,0,47.171616958576394,50,0.38598524798049727,100,0.7804331864764609,50,,50
2015-07-20,-0.40647650304172317,50,1.2453353667417586,0,47.171616958576394,50,0.3875582918330915,100,0.8025548010215957,50,,50
2015-07-21,-0.40985631043176085,50,1.2332874498614173,0,47.171616958576394,50,0.38905778897051535,100,0.7217446961762977,50,,50
2015-07-22,-0.4082665892472079,50,1.2371722545966637,0,47.171616958576394,50,0.39048625519861413,100,0.8664843712386132,50,,50
2015-07-23,-0.40963902800478735,50,1.2318653136695166,0,47.171616958576394,50,0.3919086169225991,100,0.7757673089368171,50,,50
2015-07-24,-0.39218421047227253,50,1.2863074130367615,0,47.171616958576394,50,0.3934983265175311,100,0.9988901494090081,50,,50
2015-07-25,-0.39205479961503104,50,1.2860439088840117,0,47.171616958576394,50,0.39499485226408626,100,0.9802022294580724,50,,50
2015-07-26,-0.38678956516360025,50,1.3017667034952274,0,47.171616958576394,50,0.3966115887034528,100,0.8910899048081116,50,,50
2015-07-27,-0.385306778042979,50,1.3055032030089035,0,47.171616958576394,50,0.3982130013085998,100,0.9140414598839167,50,,50
2015-07-28,-0.3839965833368709,50,1.3086594382158774,0,47.171616958576394,50,0.39994610820912174,100,0.7483925193757027,50,,50
2015-07-29,-0.39172372614099643,50,1.2828967653542718,0,47.171616958576394,50,0.4015816716417701,100,0.9289156989649072,50,,50
2015-07-30,-0.3938911167280613,50,1.274586356513883,0,47.171616958576394,50,0.4031622282935691,100,0.7461417257533124,50,,50
2015-07-31,-0.39906929060717344,50,1.2573850430489293,0,48.38426788203588,50,0.4046686745185825,100,0.9138947307717283,50,,50
2015-08-01,-0.40316298658024935,50,1.2433612170916664,0,48.38426788203588,50,0.4062345086366049,100,0.8821808839706337,50,,50
2015-08-02,-0.4020930174179371,50,1.2456007466825407,0,48.38426788203588,50,0.4078959428025293,100,0.9525039714298769,50,,50
2015-08-03,-0.40239886076244374,50,1.24346555016664,0,48.38426788203588,50,0.40953580066390616,100,0.839787957242552,50,,50
2015-08-04,-0.39785961903044487,50,1.2560245316790066,0,48.38426788203588,50,0.4112316799635292,100,0.7848040626538317,50,,50
2015-08-05,-0.40197384134805153,50,1.2419629816525382,0,48.38426788203588,50,0.41293494697653954,100,0.8330083527331834,50,,50
2015-08-06,-0.406635000321193,50,1.2262003806813986,0,48.38426788203588,50,0.41471047216932067,100,0.7534323627594851,50,,50
2015-08-07,-0.405877678771685,50,1.2273066230560234,0,48.38426788203588,50,0.4164779220680994,100,0.7629663770363451,50,,50
2015-08-08,-0.43123591345109485,50,1.147168778220138,50,48.38426788203588,50,0.41798106774437266,100,0.943405581683289,50,,50
2015-08-09,-0.4225112113887043,50,1.1676726977412166,50,48.38426788203588,50,0.4195657786387434,100,0.7314272722379531,50,,50
2015-08-10,-0.42438281905417463,50,1.1605290981534149,50,48.38426788203588,50,0.4209638064111978,100,0.8657362135218737,50,,50
2015-08-11,-0.41517187943764855,50,1.1879774931185765,50,48.38426788203588,50,0.42249798502250435,100,0.9987324920738803,50,,50
2015-08-12,-0.4197520319341616,50,1.172662916318711,50,48.38426788203588,50,0.4239642815609774,100,0.6766623150566808,50,,50
2015-08-13,-0.42451735541506835,50,1.1566236219856878,50,48.38426788203588,50,0.42545113912980126,100,0.7638140238595247,50,,50
2015-08-14,-0.4220330473138181,50,1.1629438277292143,50,48.38426788203588,50,0.4270500123166902,100,0.8222188111064993,50,,50
2015-08-15,-0.42812210104766096,50,1.1427296433579137,50,48.38426788203588,50,0.4286664243338766,100,0.7733922894335744,50,,50
2015-08-16,-0.43211010783783455,50,1.1287175079318452,50,48.38426788203588,50,0.43005829286146136,100,0.7568812914135328,50,,50
2015-08-17,-0.4332535939156632,50,1.1238071196708854,50,48.38426788203588,50,0.431456403732582,100,0.8755231905901173,50,,50
2015-08-18,-0.48949824741723025,50,0.9484060466151035,100,48.38426788203588,50,0.43241235068561407,100,0.726671818404699,50,,50
2015-08-19,-0.4757593146028278,50,0.9883362596488483,100,48.38426788203588,50,0.43331134610328714,100,0.7531551086014893,50,,50
2015-08-20,-0.4635227139467072,50,1.0237218232823406,50,48.38426788203588,50,0.43442849381961224,100,0.7527793444244961,50,,50
2015-08-21,-0.467081098912168,50,1.0111621768698071,50,48.38426788203588,50,0.43543165381209087,100,0.8338608341814028,50,,50
2015-08-22,-0.46997872779012356,50,1.0010674938717679,50,48.38426788203588,50,0.43634744038878764,100,0.8516179998915527,50,,50
2015-08-23,-0.47277084590460766,50,0.9918403371621611,100,48.38426788203588,50,0.43725897496744376,100,0.6774588100245497,50,,50
2015-08-24,-0.4959247977246211,50,0.918735679510423,100,48.38426788203588,50,0.43799274418600853,100,0.7285794576466179,50,,50
2015-08-25,-0.478916843821826,50,0.9644551716628689,100,48.38426788203588,50,0.43897212840365957,100,0.6429659704347784,50,,50
2015-08-26,-0.47321152973403785,50,0.978773396256223,100,48.38426788203588,50,0.43989448235549194,100,0.8596043206830156,50,,50
2015-08-27,-0.4748189631020975,50,0.9730118229160656,100,48.38426788203588,50,0.44069239237187907,100,0.694435115444139,50,,50
2015-08-28,-0.4643539579104381,50,1.0035802613505223,50,48.38426788203588,50,0.44158796071432566,100,0.7763820117693669,50,,50
2015-08-29,-0.4675980773232552,50,0.9927519507195982,100,48.38426788203588,50,0.4425098843858042,100,0.8637974760822894,50,,50
2015-08-30,-0.46869945641538485,50,0.9885790464686952,100,48.38426788203588,50,0.44339303226055327,100,0.805718031498006,50,,50
2015-08-31,-0.46621394398297583,50,0.9950894932762228,100,45.46349885988376,50,0.44428682254465807,100,0.9188332095647335,50,,50
2015-09-01,-0.4700323590490656,50,0.9826161652562976,100,45.46349885988376,50,0.44520561108312257,100,0.7864823268252363,50,,50
2015-09-02,-0.4676404235531911,50,0.9885942608546185,100,45.46349885988376,50,0.4461048260512421,100,0.813342095584511,50,,50
2015-09-03,-0.4708472573599313,50,0.9776038117262209,100,45.46349885988376,50,0.44683937595567624,100,0.7515807344361725,50,,50
2015-09-04,-0.46486663803523476,50,0.9944281054124655,100,45.46349885988376,50,0.4475007319208896,100,0.7829444605494765,50,,50
2015-09-05,-0.45799816307237123,50,1.0140292456173599,50,45.46349885988376,50,0.44827774271861787,100,0.8020348908499614,50,,50
2015-09-06,-0.45087712324006834,50,1.0343471550165273,50,45.46349885988376,50,0.4491304012888679,100,0.8544704776827807,50,,50
2015-09-07,-0.45113249821554485,50,1.0328559823315269,50,45.46349885988376,50,0.45000061141628744,100,0.7876337065599698,50,,50
2015-09-08,-0.4460358336314572,50,1.047282038696364,50,45.46349885988376,50,0.451051363163035,100,0.7121805625988091,50,,50
2015-09-09,-0.4538803399262495,50,1.0231568229370027,50,45.46349885988376,50,0.4519535681372948,100,0.868178823695358,50,,50
2015-09-10,-0.4535554584174655,50,1.0225384471051948,50,45.46349885988376,50,0.45271710903163065,100,1.1296624181211132,50,,50
2015-09-11,-0.45047542000130875,50,1.030759279642798,50,45.46349885988376,50,0.45350966968771467,100,0.8509032777205471,50,,50
2015-09-12,-0.4569239807784969,50,1.010808575001594,50,45.46349885988376,50,0.4542030339204131,100,0.753086782896775,50,,50
2015-09-13,-0.46522964453241833,50,0.9853058990167273,100,45.46349885988376,50,0.45477490494346134,100,0.78684432703464,50,,50
2015-09-14,-0.46449598788743074,50,0.9863265360604024,100,45.46349885988376,50,0.4553448151261925,100,0.8073742795750055,50,,50
2015-09-15,-0.46518144695614544,50,0.9832926159925488,100,45.46349885988376,50,0.4559795113740549,100,0.8365650749885932,50,,50
2015-09-16,-0.46705110011784984,50,0.976834001766844,100,45.46349885988376,50,0.4565747002814941,100,0.7245767440723684,50,,50
2015-09-17,-0.46096703807308587,50,0.9938740901618638,100,45.46349885988376,50,0.45717589715450035,100,0.7992865366958233,50,,50
2015-09-18,-0.4609605500937794,50,0.9930580693063185,100,45.46349885988376,50,0.45777105347714114,100,0.8680332843354585,50,,50
2015-09-19,-0.4622474042943325,50,0.9883905044774892,100,45.46349885988376,50,0.4582745334713759,100,0.6482268796835504,50,,50
2015-09-20,-0.463447627751196,50,0.9839630980123407,100,45.46349885988376,50,0.4588411033756433,100,0.7063645689528307,50,,50
2015-09-21,-0.47008693511999416,50,0.9637897522489008,100,45.46349885988376,50,0.4593411658267602,100,0.6900788358591357,50,,50
2015-09-22,-0.46440436950964936,50,0.9794855885799203,100,45.46349885988376,50,0.4599210538502693,100,0.8461382578338206,50,,50
2015-09-23,-0.4647851368501844,50,0.9767131294139317,100,45.46349885988376,50,0.46062369704143563,100,0.8776227471453663,50,,50
2015-09-24,-0.45867985505810116,50,0.9937865654479195,100,45.46349885988376,50,0.4613923633840099,100,0.7790545499770921,50,,50
2015-09-25,-0.45685635981417533,50,0.9982490485706336,100,45.46349885988376,50,0.4621565501777873,100,0.9686096321571622,50,,50
2015-09-26,-0.4581904546140535,50,0.9935398734259305,100,45.46349885988376,50,0.4629550815985704,100,1.0322681648833647,50,,50
2015-09-27,-0.46011201972018373,50,0.9871395866928894,100,45.46349885988376,50,0.4637290451929798,100,0.8715917681728933,50,,50
2015-09-28,-0.4501453886589503,50,1.0150798110727675,50,45.46349885988376,50,0.4646431389964301,100,0.8883671633241312,50,,50
2015-09-29,-0.4540204964992173,50,1.0030304310378098,50,45.46349885988376,50,0.46558524190613887,100,1.0682689645093366,50,,50
2015-09-30,-0.4548387361194259,50,0.9998044271838572,100,45.85853645413927,50,0.46647645175184355,100,0.8320887588648289,50,,50
2015-10-01,-0.4525572179213732,50,1.0053837197456303,50,45.85853645413927,50,0.4673237216331536,100,0.8802466445482845,50,,50
2015-10-02,-0.4529786243422891,50,1.0034376737503834,50,45.85853645413927,50,0.4681162915389001,100,0.7457135760795128,50,,50
2015-10-03,-0.4503601164440718,50,1.0103029606559337,50,45.85853645413927,50,0.468985798609721,100,0.8665436590496285,50,,50
2015-10-04,-0.4506365246374623,50,1.0086614887599068,50,45.85853645413927,50,0.46977113693345984,100,0.8479564848145746,50,,50
2015-10-05,-0.448517672245584,50,1.0140175170374863,50,45.85853645413927,50,0.47029402591996655,100,0.8600128434196298,50,,50
2015-10-06,-0.43983433916124626,50,1.0384183095136474,50,45.85853645413927,50,0.4709665681166161,100,0.8624973380585265,50,,50
2015-10-07,-0.4442646761055991,50,1.0241959695311371,50,45.85853645413927,50,0.47156380986824303,100,0.832986266267234,50,,50
2015-10-08,-0.44513432079685017,50,1.0204988634066505,50,45.85853645413927,50,0.47210740926754224,100,0.8126835782838596,50,,50
