date,price,market_cap,mvrv,miner_revenue,fear_greed
2013-03-14,46.9255625535453,511373186.01099753,3.31080577,227337.388830819,
2013-03-15,46.9025172478223,511323729.65172184,3.27320999,223424.631917718,
2013-03-16,47.1570156995909,514304542.94810313,3.26643484,216061.53207205,
2013-03-17,47.3334997837522,516476633.81661993,3.25507816,262626.561324697,
2013-03-18,51.3654363912578,560714853.2440112,3.46957223,245889.796443339,
2013-03-19,59.4986011114249,649750892.1279707,3.86035942,234671.60596198,
2013-03-20,63.6874854981899,695831303.4244559,4.00566845,319221.414277721,
2013-03-21,70.9175250053215,775211153.6449282,4.23461019,395885.964153684,
2013-03-22,69.8460845417884,763898930.1196951,4.05568242,449410.60215873,
2013-03-23,64.3831163705435,704500327.6151553,3.70672564,391848.139133665,
2013-03-24,71.6904242064758,784797927.6057001,4.02556381,327529.720108965,
2013-03-25,74.3140892495617,813786823.9952371,4.02378239,276717.29554471,
2013-03-26,78.6141974320088,861172528.4298557,4.15075356,286855.418272605,
2013-03-27,88.8520799138223,973613530.4479171,4.49610198,278619.258007097,
2013-03-28,87.6731739608416,961096549.4737965,4.28052357,416148.730747512,
2013-03-29,90.29569935827,990238153.5467443,4.30087359,412357.154045375,
2013-03-30,92.1899599883109,1011410501.7964928,4.24924608,404294.008430645,
2013-03-31,93.8992384231444,1030559616.8999578,4.26532297,409033.395098175,
2013-04-01,103.580346911163,1137324100.7828927,4.45266486,507874.943726335,
2013-04-02,116.679944241173,1281687160.0164895,4.75336825,531299.50374904,
2013-04-03,131.384809378154,1443789615.4101913,4.85046378,533538.700200227,
2013-04-04,133.007120475745,1462129293.4937856,4.73920513,534133.98205222,
2013-04-05,142.626065488019,1568432428.539234,4.71276367,606454.78155612,
2013-04-06,143.081822964933,1574027367.5374389,4.6145611,591783.084092298,
2013-04-07,162.852214576856,1792186961.141899,5.04960835,603835.686877694,
2013-04-08,186.351161848042,2051514747.0419729,5.33290242,656770.227986549,
2013-04-09,230.682996695207,2540572928.617984,5.64074143,850652.888681299,
2013-04-10,161.192889661017,1776029674.5699651,3.7993504,1222539.97556962,
2013-04-11,82.9015850379895,913744570.1872934,2.09881888,657821.213131992,
2013-04-12,111.476373194039,1229179118.960385,2.84072926,559815.178312531,
2013-04-13,97.6090718702513,1076680752.5950675,2.50198944,516792.385141022,
2013-04-14,88.8614913997663,980530113.2224425,2.29456796,407971.672898,
2013-04-15,80.8746931659848,892732454.128854,2.11528578,442529.599697,
2013-04-16,68.2831387270602,754043176.5032614,1.81094891,311750.602278183,
2013-04-17,92.8640369135009,1025884320.2421464,2.42321708,309900.40909436,
2013-04-18,108.628345092344,1200434439.8990364,2.78425484,382166.716530321,
2013-04-19,119.012283239042,1315593293.9734411,3.00006559,386318.48467347,
2013-04-20,128.208288893045,1417741977.5334146,3.18525555,463338.735088351,
2013-04-21,118.483243756283,1310722638.199706,2.91485166,597279.158599725,
2013-04-22,126.31427175979,1397836653.5164456,3.07341776,478662.08930603,
2013-04-23,142.127218053185,1573425024.8333805,3.38292483,560371.0005537,
2013-04-24,154.1332778045,1706962826.9867718,3.50996743,600335.23052475,
2013-04-25,141.008659278492,1562219397.6988719,3.16156158,715249.659590117,
2013-04-26,137.209600419638,1520716614.2806685,3.0583438,619929.370863019,
2013-04-27,128.226669605202,1421628544.643054,2.83739563,522638.10659987,
2013-04-28,134.62356956166,1493145659.0043013,2.9627086,579269.489677585,
2013-04-29,143.810378192577,1595664561.2153351,3.11966325,631409.784038169,
2013-04-30,139.129647545295,1544247234.8898036,3.00006777,552276.319031692,
2013-05-01,116.113801040327,1289224863.257716,2.52047369,558395.84489102,
2013-05-02,106.340984697253,1181072403.7427328,2.32100761,409938.7621563,
2013-05-03,96.3168402741087,1070069481.6966928,2.10886798,366275.310930785,
2013-05-04,112.497636369082,1250283521.354362,2.45598818,411141.895158456,
2013-05-05,116.488715827002,1295120354.823742,2.53233335,470673.008996268,
2013-05-06,112.118596195207,1246998701.4902172,2.43394807,499201.438897599,
2013-05-07,111.609212873466,1241802027.6661525,2.41884231,482548.762990845,
2013-05-08,113.136061854763,1259256954.5163176,2.44959787,500229.167555164,
2013-05-09,111.974532710696,1246787690.843792,2.42161822,483620.704262083,
2013-05-10,117.691036883694,1310944548.467899,2.54554421,491810.299770817,
2013-05-11,115.49977766277,1287061932.244286,2.486801,558237.023049608,
2013-05-12,114.885675559614,1280701257.614276,2.46930854,521616.294996101,
2013-05-13,117.404456646113,1309290368.328104,2.5169175,542208.264689061,
2013-05-14,107.865566569258,1203328284.354879,2.31657619,490866.124125639,
2013-05-15,108.986852425482,1216221320.3093536,2.33507149,401574.21200512,
2013-05-16,112.917874050263,1260506722.5284379,2.41471463,431451.045810658,
2013-05-17,117.284616014027,1309724907.460184,2.50090692,490901.81071408,
2013-05-18,118.169876680304,1320050853.4789565,2.50453812,482993.881621561,
2013-05-19,117.033880187025,1307817307.5679667,2.47744864,499066.537059567,
2013-05-20,117.818636469901,1316966680.7029214,2.48938747,398718.883928346,
2013-05-21,117.252040911748,1311075950.280394,2.4741524,484764.271129384,
2013-05-22,118.9781735827,1330841045.243314,2.50485148,490813.620157671,
2013-05-23,123.726156049094,1384488238.2845275,2.59511089,548198.01918393,
2013-05-24,128.971080654588,1443723531.7086802,2.69072496,560565.063706746,
2013-05-25,128.844915254237,1442842700.700099,2.65472177,570425.250476893,
2013-05-26,130.158601110462,1458084131.9281435,2.67740913,548644.813471673,
2013-05-27,126.392905902981,1416455569.2618315,2.59424673,613984.679019405,
2013-05-28,125.904595265926,1411480509.952701,2.57846403,545731.970206464,
2013-05-29,129.564812390415,1453058332.4655852,2.63946924,568010.48119275,
2013-05-30,126.513068381064,1419399429.3802016,2.56977125,604999.863556893,
2013-05-31,127.816488895383,1434582209.346897,2.58656508,582560.64343211,
2013-06-01,128.791151081239,1446207401.3631341,2.59949225,750633.183040245,
2013-06-02,122.626708942139,1377596394.8728476,2.47023042,675526.408385166,
2013-06-03,122.949187901812,1381873848.829096,2.47098358,745211.301891144,
2013-06-04,120.189968731736,1351501920.6073377,2.41037014,674785.549424747,
2013-06-05,120.869923845704,1359703823.5926516,2.41605705,584174.086240607,
2013-06-06,119.053975669784,1339814370.1351333,2.36554851,599441.449617454,
2013-06-07,110.1977314436,1240591162.2237136,2.19162685,483513.334941159,
2013-06-08,109.178545341321,1229611335.792512,2.17144932,548843.443383695,
2013-06-09,99.9036034482759,1125550441.613678,1.98865953,460210.694516245,
2013-06-10,104.357566627703,1176184371.0284529,2.07770045,494760.665586696,
2013-06-11,107.507520455874,1212170386.11142,2.13557988,503842.471436412,
2013-06-12,106.378116306254,1199975980.6649568,2.11326913,601654.17478696,
2013-06-13,101.323897720631,1143434086.4142456,2.01619261,517965.950830181,
2013-06-14,99.2132443015781,1120061949.2339363,1.97525553,486999.095745949,
2013-06-15,99.8750374050263,1127965182.1743383,1.98785838,455754.838637432,
2013-06-16,99.0383512565751,1118973897.9741035,1.97078129,474220.279189203,
2013-06-17,100.126305084746,1131628982.2687159,1.99247389,365819.131829853,
2013-06-18,104.289176382233,1179042827.4145336,2.07413684,370930.074489898,
2013-06-19,104.417150789012,1180844662.277501,2.07549068,369143.306783338,
2013-06-20,104.323499707773,1180187215.6524065,2.07320647,422093.830388637,
2013-06-21,101.416857393337,1147731005.58289,2.01650897,471481.16820733,
2013-06-22,100.039508474576,1132583770.1846802,1.9886398,500599.417947664,
2013-06-23,100.314744593805,1136113617.018969,1.99397986,505094.405289942,
2013-06-24,99.0456832261835,1122112296.7522929,1.96797679,409156.990770409,
2013-06-25,97.8327887200468,1108755117.731877,1.94416036,407676.785224876,
2013-06-26,98.6517007597896,1118465117.7360034,1.95910003,456107.796766849,
2013-06-27,96.8039495990649,1097920368.0880265,1.92349796,442638.421932721,
2013-06-28,89.4245067212157,1014602834.5870994,1.78128607,445143.521071561,
2013-06-29,88.7972910578609,1007861667.6620926,1.76821188,411720.05109895,
2013-06-30,89.4809076563413,1015963076.0984952,1.78301213,389942.10176063,
2013-07-01,82.8675701344243,941200729.8550057,1.65189371,388930.47029171,
2013-07-02,87.8164666861484,997745649.5225524,1.74762367,335870.71093671,
2013-07-03,77.6913308007014,883064123.3690087,1.55181119,440475.028120066,
2013-07-04,79.1348708357686,899798285.1809639,1.58276019,367089.515839691,
2013-07-05,67.4476238527177,767222778.3446608,1.36137275,378835.377624899,
2013-07-06,66.3416808883694,754952725.1660112,1.34844416,341216.607837602,
2013-07-07,72.1095223728814,820924713.9615766,1.46501861,338639.273125113,
2013-07-08,73.9885537697253,842671531.8697888,1.50296907,369981.5330445,
2013-07-09,74.8919108708358,853306435.0262109,1.52222014,360259.95506019,
2013-07-10,85.0136791350088,969046682.8402269,1.71733658,379783.436091007,
2013-07-11,87.4975493863238,997740225.7832276,1.76516035,398687.751246246,
2013-07-12,90.0466987142022,1027155020.5523934,1.81083744,353949.937555529,
2013-07-13,91.5925978959673,1045148461.760039,1.83583015,391012.109406778,
2013-07-14,89.892269275862,1026132821.0209174,1.80117415,423647.35454454,
2013-07-15,93.7961525423729,1071080758.5093728,1.87663807,395086.467418021,
2013-07-16,91.7810356516657,1048445957.7488548,1.83749352,481548.697162536,
2013-07-17,91.0313512565751,1040300802.3742748,1.8238974,454580.642040822,
2013-07-18,84.9617291174752,971279496.8994904,1.7072557,450952.301092436,
2013-07-19,86.2387945996493,986247535.3901426,1.7344736,391613.021306059,
2013-07-20,84.9108591466978,971455782.516991,1.70903901,600483.22467092,
2013-07-21,85.6643502618352,980502571.4748515,1.72424963,469322.147259771,
2013-07-22,85.6490286382233,980680504.4855705,1.72449453,386439.92385778,
2013-07-23,86.977056691993,996193006.283257,1.75049177,335480.676599656,
2013-07-24,88.15173056692,1009997554.026626,1.77287254,402471.712096988,
2013-07-25,90.166092226768,1033406188.43913,1.81143598,367147.577383676,
2013-07-26,89.9839859731151,1031687977.5496286,1.80661592,409392.77976416,
2013-07-27,88.165275862069,1011234977.8688718,1.76941732,476160.132109155,
2013-07-28,92.7458421975453,1064162528.935402,1.85884089,411693.056710057,
2013-07-29,93.2986972530684,1070921147.5860304,1.869772,462033.032463975,
2013-07-30,96.659552893045,1109974490.9137096,1.93317595,518883.140779424,
2013-07-31,98.0244199298656,1126113338.875797,1.95512089,545157.638204102,
2013-08-01,96.5680178258329,1109809374.1967292,1.92448734,495286.413273306,
2013-08-02,96.0745306838106,1104599123.6600633,1.90836477,505223.602319112,
2013-08-03,95.5067095265926,1098476608.5801706,1.88398021,457379.853148955,
2013-08-04,96.3654821741672,1108785073.3685734,1.89918712,647130.905351311,
2013-08-05,97.5271338398598,1122611899.2791588,1.91794773,512239.633110278,
2013-08-06,97.6712066043249,1124734225.1187468,1.91969225,511368.159725712,
2013-08-07,97.0542068965517,1118080457.817728,1.90613164,530898.277120906,
2013-08-08,94.2572717708942,1086342372.663535,1.85073304,559108.531513066,
2013-08-09,92.4727767387493,1066226355.0628034,1.81530455,527375.213628527,
2013-08-10,93.293552893045,1076179830.5362253,1.83035886,558224.525656576,
2013-08-11,94.271312390415,1087967756.9501717,1.84834368,580275.40487264,
2013-08-12,95.4464707773232,1102045453.0971503,1.87013093,580187.55584265,
2013-08-13,97.7590750847458,1129194526.9368842,1.90506811,801333.341732442,
2013-08-14,99.1212875511397,1145345466.2011495,1.92870802,524465.311958915,
2013-08-15,98.1063331385155,1134034630.235901,1.90518517,607911.605754553,
2013-08-16,98.2909602571596,1136581601.4061985,1.90684121,426384.089353921,
2013-08-17,99.6305043834015,1152544584.159651,1.92994937,503961.62536503,
2013-08-18,99.1780397428405,1147791400.8145003,1.91982911,493169.176140536,
2013-08-19,102.784012273524,1189978283.6690152,1.98520771,509186.92541049,
2013-08-20,104.500210987726,1210343889.867498,2.01417621,554099.226972841,
2013-08-21,110.801603740503,1283870902.1012616,2.12829753,727797.412372893,
2013-08-22,109.523216832262,1269649511.6129043,2.10024403,622739.523060084,
2013-08-23,107.697571595558,1249013410.2953281,2.06093411,541294.53490562,
2013-08-24,108.882675043834,1263255684.7992575,2.08130944,668645.999063105,
2013-08-25,113.082563413209,1312409633.4811797,2.15729459,420407.336997462,
2013-08-26,112.11811484512,1301681760.4188886,2.13483001,503214.244970169,
2013-08-27,117.759790765634,1367678672.2776241,2.23422335,476767.178804472,
2013-08-28,118.317414377557,1374681503.3539236,2.23736392,560486.796206609,
2013-08-29,118.835638223261,1381264032.0301714,2.23910779,572217.977746465,
2013-08-30,124.885379602572,1452222118.0856152,2.34219842,659988.33404892,
2013-08-31,128.377978959673,1493551306.6732554,2.39605237,718637.112745368,
2013-09-01,130.536372004676,1519383296.7493236,2.42498554,739015.405311809,
2013-09-02,129.565371712449,1508777714.0791569,2.39758629,761019.346369226,
2013-09-03,129.182803623612,1504949277.878628,2.37429811,641540.141067175,
2013-09-04,122.529238749269,1427936118.68676,2.2514393,542703.947019631,
2013-09-05,122.370085037989,1426628972.963139,2.24501895,563466.227787724,
2013-09-06,117.861146405611,1374607454.794005,2.16099099,694512.676127538,
2013-09-07,119.814989479836,1397829338.2760193,2.19342788,458761.069691666,
2013-09-08,118.057386323787,1377787522.411971,2.15970205,485841.571484974,
2013-09-09,121.259272647575,1415770494.889775,2.21003514,633037.841848355,
2013-09-10,122.215530189363,1427518920.9370587,2.22281192,602728.615773119,
2013-09-11,127.088227060199,1485069117.2457132,2.30280245,643434.170990803,
2013-09-12,126.780723553478,1482150941.6341968,2.28428174,690384.23796279,
2013-09-13,127.407745178258,1490131020.7568936,2.29152617,663452.154188786,
2013-09-14,124.348477498539,1455028244.730144,2.22795516,899652.526859019,
2013-09-15,125.076417884278,1464112002.3330758,2.23809743,595876.360133307,
2013-09-16,126.204665984804,1477804868.9868808,2.25259491,512918.082863637,
2013-09-17,126.897250146113,1486482610.60922,2.26165636,615657.561980414,
2013-09-18,126.903819403857,1487083041.575134,2.25652894,718285.404194936,
2013-09-19,124.180957334892,1455765886.6107981,2.19436054,628327.181982153,
2013-09-20,122.921635885447,1441617545.254933,2.17030968,743042.813049032,
2013-09-21,123.508256867329,1449080977.3270447,2.17848848,603180.006672738,
2013-09-22,123.124935125658,1445208450.8688731,2.16687478,648146.606960649,
2013-09-23,122.865699006429,1442810649.6754968,2.16034239,674971.358032128,
2013-09-24,123.797357685564,1454407234.033399,2.17210146,912909.718632538,
2013-09-25,123.614078609001,1452890630.8332827,2.16519894,721812.583931176,
2013-09-26,124.68567445938,1465990545.1276073,2.18059655,577564.37165104,
2013-09-27,126.605347749854,1489124478.0489428,2.21042861,627503.338496155,
2013-09-28,126.796551724138,1491934482.4245515,2.21128719,659264.976591389,
2013-09-29,127.108627703098,1496146693.904712,2.21364079,553727.740837207,
2013-09-30,126.090261835184,1484673719.3693738,2.19174983,540039.918354236,
2013-10-01,127.575424313267,1502757461.9536965,2.21273466,848867.043024613,
2013-10-02,104.105092928112,1226788968.5104427,1.81680607,1216619.88756478,
2013-10-03,117.575495032145,1386111008.0966032,2.04455417,551724.984940021,
2013-10-04,121.930347749854,1437999553.268967,2.11654681,773669.395755304,
2013-10-05,121.393402688486,1432331658.928452,2.10462698,707536.002615697,
2013-10-06,122.475261250731,1445663053.3216777,2.12014896,569220.746421672,
2013-10-07,123.906872589129,1463044622.0613894,2.126249,506345.04039156,
2013-10-08,124.76652893045,1473700417.438481,2.13762894,950386.198122309,
2013-10-09,125.933520312683,1488044932.6301763,2.15267013,568550.879351471,
2013-10-10,126.704650496785,1497764877.7302716,2.16263506,639812.567154158,
2013-10-11,127.25529924021,1504862605.3675952,2.16817047,640204.891697548,
2013-10-12,127.851263004091,1512594202.8311844,2.174057,1337481.29310152,
2013-10-13,132.415658679135,1567326661.5603995,2.2466238,1310125.63070581,
2013-10-14,135.339194915254,1602776719.089326,2.28766824,919728.251365451,
2013-10-15,141.493908533022,1676584639.7830043,2.37863355,992130.713905087,
2013-10-16,138.327921917008,1639796564.2192175,2.31116231,895548.023563815,
2013-10-17,143.74713383986,1704638294.5018115,2.38998533,609714.537160166,
2013-10-18,152.775572180012,1812436164.0191128,2.52745724,1151808.80286843,
2013-10-19,165.772717124489,1967550543.6234784,2.71725799,1163078.62582515,
2013-10-20,166.500151081239,1977012769.8989055,2.71537286,999159.747808438,
2013-10-21,179.910628579778,2137197000.9127235,2.87138391,1044811.06851932,
2013-10-22,190.402781414378,2263001755.1394854,2.97641992,1462826.7063434,
2013-10-23,204.600350964348,2432875110.4517865,3.12646993,1152128.03457543,
2013-10-24,194.41004376505,2312748499.3044214,2.94581752,1217517.34513943,
2013-10-25,185.64378762595,2209553671.416236,2.72008931,1343865.19998724,
2013-10-26,179.808218001169,2140916179.2362127,2.63011758,1091202.3510992,
2013-10-27,194.546133255406,2317266189.9008646,2.83044183,863920.64739092,
2013-10-28,196.274687317358,2338713940.734061,2.84330802,893928.569808049,
2013-10-29,204.428174167154,2436684646.420872,2.92026025,876349.157273103,
2013-10-30,197.900599420982,2359843888.0831175,2.81514522,1384202.23040448,
2013-10-31,203.283649912332,2425105801.6793394,2.87412323,1268518.87527203,
2013-11-01,203.037109849386,2423220454.341168,2.85280581,1096101.38646063,
2013-11-02,204.792881355932,2445209553.9328732,2.86731813,1080761.35293217,
2013-11-03,210.275382611748,2511679473.6252046,2.92760426,1073746.48030223,
2013-11-04,228.79103886616,2733959063.1336994,3.1028572,1170149.90952589,
2013-11-05,243.641668907072,2912477841.5738826,3.23550814,1149382.23723981,
2013-11-06,263.209583987142,3147464099.401864,3.44238515,1091463.65843291,
2013-11-07,290.124226183518,3470354236.192072,3.65033333,1054946.58315642,
2013-11-08,333.750656511981,3993314855.344432,4.05004446,1006003.80653402,
2013-11-09,331.051148451198,3962240225.6836553,3.9318261,1304764.2004113,
2013-11-10,327.558653499708,3921840037.556108,3.83414476,1508529.5793282,
2013-11-11,342.697692869667,4104700956.1950502,3.93601752,2440675.20425112,
2013-11-12,354.645488310929,4249589141.214068,3.97746675,1837786.1373951,
2013-11-13,394.50449522443,4728862182.509434,4.2842717,1623511.20589776,
2013-11-14,416.706303302747,4996898130.432548,4.37591685,2181676.37595093,
2013-11-15,408.398797334892,4898974235.472225,4.19286144,1979291.8882268,
2013-11-16,435.798442767387,5229762080.054529,4.38705732,2334241.72723504,
2013-11-17,485.33657685564,5826497052.347043,4.73725385,2391348.08563078,
2013-11-18,657.778503874927,7899238895.686413,5.88406778,2080174.82041975,
2013-11-19,546.878397311514,6569644605.796868,4.73213355,2777584.29840206,
2013-11-20,595.339099649328,7154243418.729311,4.91891962,2338840.68621181,
2013-11-21,720.764425260082,8664193685.70689,5.68827806,2559348.69495985,
2013-11-22,802.916933718294,9655188371.423534,5.68433725,3350220.14912616,
2013-11-23,834.295339989129,10036063848.557402,5.59412815,3674506.17755835,
2013-11-24,807.166695499708,9713112909.515808,5.296892,3874676.60628557,
2013-11-25,816.243386616014,9825868339.748945,5.13246251,4237394.8306058,
2013-11-26,916.097160140269,11031541043.565948,5.08521124,3586095.73231054,
2013-11-27,962.910560911748,11599427444.743036,5.07240404,4734690.78982913,
2013-11-28,1007.38716364699,12139760581.54188,5.00804872,4735006.8924977,
2013-11-29,1128.7254880187,13606858893.395243,5.25316203,4819580.30141162,
2013-11-30,1119.29671478667,13498119326.69448,5.06423911,5210734.10728668,
2013-12-01,964.485793687902,11635884342.126692,4.31245878,8881509.00923624,
2013-12-02,1040.80821770894,12560801212.130327,4.55216972,4151387.47311107,
2013-12-03,1053.62102744828,12720698338.605392,4.5167953,7860745.77136313,
2013-12-04,1134.93223088837,13707245929.353369,4.71817918,5249021.66920797,
2013-12-05,1027.411772827,12413024442.393896,4.1962207,5256383.36758885,
2013-12-06,824.581710337814,9966751946.762209,3.37225697,6387079.22400915,
2013-12-07,703.748376025716,8509665399.288916,2.86818513,4611581.737448,
2013-12-08,783.573348334307,9478722082.947542,3.17322401,4014587.10658735,
2013-12-09,896.079289888954,10843625557.380884,3.60228356,3750129.01195522,
2013-12-10,977.165367329047,11829553963.894163,3.88194448,4710243.707226,
2013-12-11,875.464034272355,10601969953.019352,3.43846013,4300202.60586565,
2013-12-12,873.324805987727,10579622451.506428,3.41655496,4025149.06790484,
2013-12-13,879.156135300994,10654088610.746971,3.40755236,4409921.93220988,
2013-12-14,852.856120526008,10339592472.911236,3.3146272,4901088.77099175,
2013-12-15,864.0616578609,10479266163.262644,3.34036895,4413451.2266475,
2013-12-16,677.894106801286,8224848384.49859,2.62754698,9363103.16157005,
2013-12-17,682.62677270602,8285733865.857126,2.64569174,3961931.0712996,
2013-12-18,526.12097632671,6388681645.92219,2.04906035,4072838.85613162,
2013-12-19,685.525128959673,8328197861.437324,2.65997338,3193166.8062495,
2013-12-20,600.216954260666,7294490540.985549,2.33082877,3815992.56634558,
2013-12-21,597.033502548217,7258204826.317185,2.28074868,2601609.39221835,
2013-12-22,615.013035271771,7479382499.65317,2.38571042,2751604.73688907,
2013-12-23,657.926634155465,8004081993.820382,2.54494127,3063494.87969699,
2013-12-24,650.664745178258,7918485708.395575,2.46859013,3457867.10483374,
2013-12-25,678.290158094681,8257429632.97065,2.56119713,2685430.98770231,
2013-12-26,749.996594956166,9133750877.51704,2.81662728,3404782.70383875,
2013-12-27,722.570567492694,8803069849.17756,2.69881739,4006552.31869149,
2013-12-28,715.852363078901,8723906479.732147,2.67127051,3158649.96806958,
2013-12-29,727.271215663355,8866119604.030233,2.70995202,3335719.7307291,
2013-12-30,735.741997077732,8972568474.398039,2.73973508,3632082.20000505,
2013-12-31,729.557582910579,8900503870.915495,2.71424112,3691241.37928677,
2014-01-01,752.404549944594,9183089853.000948,2.79859382,5517175.19234772,
2014-01-02,784.954921314436,9582996402.3458,2.90688604,2670676.91932932,
2014-01-03,807.222939029807,9858101001.48251,2.97276592,3468549.23939752,
2014-01-04,828.602062618352,10122111479.991652,3.00082617,3503313.3781446,
2014-01-05,902.487380263004,11029040879.340033,3.23751863,4633186.0497563,
2014-01-06,914.459960841613,11179606610.7568,3.25855458,4914913.51245672,
2014-01-07,803.351796198714,9824823598.10845,2.85648041,4525042.38885386,
2014-01-08,820.690009503214,10040826131.521135,2.89105715,4535443.1451328,
2014-01-09,831.334750487434,10175362594.378292,2.91922133,4930974.51361224,
2014-01-10,853.298854844603,10448187786.868984,2.98942387,4535580.33499778,
2014-01-11,889.555837119345,10896805298.01208,3.08800818,5777402.51750686,
2014-01-12,845.191332220924,10357726631.175535,2.92251348,5090195.2246953,
2014-01-13,822.877012197545,10087743753.83846,2.83904175,4210459.44178841,
2014-01-14,815.293602711864,9998079805.514896,2.80186801,3758428.87411201,
2014-01-15,841.089857364115,10318292540.726215,2.87183201,4217005.9545048,
2014-01-16,815.854800298071,10012488124.529272,2.77584537,4241924.52911646,
2014-01-17,792.829506475745,9732925495.745893,2.69438096,3404133.27387066,
2014-01-18,809.783528356386,9944578844.4719,2.74847429,3693311.7459084,
2014-01-19,838.428474734073,10299896608.664616,2.83776277,3964756.61727788,
2014-01-20,828.885216592636,10186700742.459932,2.79830469,4871514.2888793,
2014-01-21,823.817963763881,10127844874.99924,2.77609902,3904490.2341148,
2014-01-22,818.976386323787,10072254626.333912,2.75067841,4921325.3187909,
2014-01-23,810.922425195792,9976790593.935715,2.72035724,5241644.13745878,
2014-01-24,781.042513950906,9612868029.726164,2.61463948,4577168.70503621,
2014-01-25,804.403240800701,9903703940.55946,2.68630023,3891447.09648837,
2014-01-26,814.499381373466,10031101355.88135,2.7159709,4399346.48780865,
2014-01-27,742.701374970777,9150091927.132542,2.47713004,6040771.8236915,
2014-01-28,790.176401876096,9738027140.096825,2.62930512,3226115.43438169,
2014-01-29,793.38442490941,9780577243.029943,2.63373693,3232279.90426251,
2014-01-30,799.474479836353,9859171086.457367,2.64884556,4021343.5262158,
2014-01-31,803.237598784921,9909273006.112879,2.65797129,4212641.890744,
2014-02-01,813.219549216833,10036259444.951324,2.67963991,4366761.15316375,
2014-02-02,814.490870426651,10055736698.102497,2.68024654,4381020.86857656,
2014-02-03,806.997428372531,9966874027.672003,2.65176796,4061986.63042048,
2014-02-04,800.078231893629,9884858379.634344,2.627458,4662961.48683288,
2014-02-05,784.473692777791,9695361198.195812,2.49283475,4108104.59689946,
2014-02-06,763.569382232612,9440477710.384096,2.4248508,4622443.40754955,
2014-02-07,711.571273419053,8800350461.683466,2.26379227,3239923.65141682,
2014-02-08,677.682300941379,8384312394.90741,2.15811443,4306013.7785266,
2014-02-09,687.406054576271,8506986612.71322,2.18797536,2560713.85360142,
2014-02-10,685.457498836938,8485545565.293612,2.1809637,3034340.49203963,
2014-02-11,671.89969169024,8320462974.609264,2.13932234,3177455.32868137,
2014-02-12,653.765780911747,8098811133.284318,2.08400611,4063256.22662555,
2014-02-13,612.918414962011,7595523910.103821,1.95543342,3732203.90452587,
2014-02-14,668.788602659264,8291082519.487445,2.12998114,3351094.4592132,
2014-02-15,654.377060198714,8115479465.42532,2.08368328,3846880.07517398,
2014-02-16,623.250321948568,7732488989.658062,1.98508729,4254676.6144031,
2014-02-17,631.334596306254,7835234697.490661,2.01155832,2812243.33051486,
2014-02-18,627.271761415484,7787368652.688505,1.99849686,3206875.72611767,
2014-02-19,623.54013694623,7744159486.450519,1.9894402,3882380.63908592,
2014-02-20,563.768561098773,7004311226.10136,1.80129677,3495121.25464408,
2014-02-21,580.324315973115,7212206643.66763,1.85383269,2513804.8892639,
2014-02-22,607.12463333723,7548010095.161955,1.93944631,3209639.3077212,
2014-02-23,610.082323746347,7587343600.977681,1.94857991,3270586.35230743,
2014-02-24,542.266650753945,6746537217.627368,1.7420652,3447585.41024301,
2014-02-25,533.707644436002,6642199671.020906,1.72827883,2738486.78800395,
2014-02-26,587.57858829924,7315347427.473483,1.89989181,3619080.47651883,
2014-02-27,585.393925650058,7290899751.2384815,1.89448535,3521286.42848027,
2014-02-28,551.29477030976,6868699958.074753,1.78120748,3407746.31205269,
2014-03-01,567.534235441262,7073074065.534708,1.83532329,2801268.27176672,
2014-03-02,558.527707156633,6962782218.561885,1.80787101,2162848.25557079,
2014-03-03,676.505732781999,8436036495.988573,2.18083347,2478891.43395069,
2014-03-04,674.51139943308,8413679684.586358,2.17294282,3372548.86635277,
2014-03-05,670.338851099514,8364246723.915033,2.15549405,3512792.10713892,
2014-03-06,667.712834003507,8334368086.505349,2.14266138,3414702.4819434,
2014-03-07,631.770295213326,7888356429.445993,1.96402906,4662565.81946043,
2014-03-08,621.524114496201,7763031842.093223,1.93041869,4085715.99207135,
2014-03-09,640.578889322034,8003898568.525568,1.95221351,3384947.78509816,
2014-03-10,628.151241165985,7850957580.555816,1.9107893,2907116.53210744,
2014-03-11,633.73383823495,7923393434.7315645,1.92512349,3693754.50700402,
2014-03-12,634.646823717125,7937695874.874136,1.92370225,3456434.06040891,
2014-03-13,643.432100859147,8050181562.351056,1.94782915,4140207.61988635,
2014-03-14,628.308590005845,7863055683.338157,1.90343662,2236559.76211021,
2014-03-15,636.218650061368,7964671637.61267,1.92641386,2859867.31329703,
2014-03-16,634.168900970894,7941722382.91416,1.91927821,4518329.04399226,
2014-03-17,622.760208649912,7801357484.821923,1.88442201,3263903.59581081,
2014-03-18,614.309513717125,7697737311.570462,1.85742156,2567790.30327641,
2014-03-19,610.511203474576,7652583814.03622,1.84533875,2778419.64596144,
2014-03-20,586.607595710111,7355554646.774345,1.77477734,3294476.77586909,
2014-03-21,569.694517995324,7146128280.472166,1.71786219,3641291.59895856,
2014-03-22,564.700026703682,7085878406.695821,1.7024792,2932911.12979362,
2014-03-23,558.958861691408,7016828469.400794,1.68536505,4060999.45281356,
2014-03-24,585.023250518995,7346774511.36296,1.76264446,3225418.94807707,
2014-03-25,583.771189094097,7333342313.479179,1.75724218,2453784.16910848,
