date,mvrv_zscore_raw,mvrv_zscore,mvrv_zscore_sell,ma_200w_raw,ma_200w,ma_200w_sell,monthly_rsi_raw,monthly_rsi,monthly_rsi_sell,pi_cycle_raw,pi_cycle,pi_cycle_sell,puell_raw,puell,puell_sell,fear_greed_raw,fear_greed,fear_greed_sell
2014-04-27,-0.2556790642437205,50,0,4.066646426820059,0,100,56.68204379528894,50,0,0.8122052464828119,100,0,1.3572061265859754,50,0,,50,0
2014-04-28,-0.25151361896472973,50,0,4.083811246059988,0,100,56.68204379528894,50,0,0.8060697650407411,100,0,1.0065354162601599,50,0,,50,0
2014-04-29,-0.24363195260102313,50,0,4.131414580191257,0,100,56.68204379528894,50,0,0.7997419298718076,100,0,1.190110628216734,50,0,,50,0
2014-04-30,-0.24209666438224464,50,0,4.13278263356622,0,100,56.42758214442819,50,0,0.7933358964524889,100,0,0.9000492223710591,50,0,,50,0
2014-05-01,-0.22806771423172773,50,0,4.227109442684451,0,100,56.42758214442819,50,0,0.7867966184245886,100,0,1.4463583613439654,50,0,,50,0
2014-05-02,-0.23798065997619902,50,0,4.144601255528975,0,100,56.42758214442819,50,0,0.7798525958526366,100,0,1.3619092596397808,50,0,,50,0
2014-05-03,-0.2542895829817971,50,0,4.014311805599461,0,100,56.42758214442819,50,0,0.7733783446053287,100,0,0.9056052834328181,50,0,,50,0
2014-05-04,-0.2569609847259228,50,0,3.9846507373437996,0,100,56.42758214442819,50,0,0.7671695259177532,100,0,0.9886057583459632,50,0,,50,0
2014-05-05,-0.2620030245943917,50,0,3.9367207527575765,0,100,56.42758214442819,50,0,0.7610546657738149,100,0,0.7645888834597118,50,0,,50,0
2014-05-06,-0.26434157179841294,50,0,3.908390733771512,0,100,56.42758214442819,50,0,0.7546577524762965,100,0,1.2741870623624434,50,0,,50,0
2014-05-07,-0.24915740126405894,50,0,4.009221660194078,0,100,56.42758214442819,50,0,0.7486574665951883,100,0,1.0511722197195448,50,0,,50,0
2014-05-08,-0.25131272712555197,50,0,3.9845079180989855,0,100,56.42758214442819,50,0,0.7429606076036629,100,0,1.1232189962530041,50,0,,50,0
2014-05-09,-0.23608415515725156,50,0,4.086659512937083,0,100,56.42758214442819,50,0,0.7371996875474562,100,0,1.128706793102226,50,0,,50,0
2014-05-10,-0.23107211252913415,50,0,4.1140667959203805,0,100,56.42758214442819,50,0,0.731166279689353,100,0,1.2029762683821135,50,0,,50,0
2014-05-11,-0.25298466448007456,50,0,3.9468014874668724,0,100,56.42758214442819,50,0,0.7251680906517799,100,0,1.0270071223804496,50,0,,50,0
2014-05-12,-0.2501128334539739,50,0,3.957858169384898,0,100,56.42758214442819,50,0,0.7192471294048376,100,0,1.0573250379172312,50,0,,50,0
2014-05-13,-0.252759658803563,50,0,3.9291842686880853,0,100,56.42758214442819,50,0,0.7133904697218919,100,0,1.0657082440914958,50,0,,50,0
2014-05-14,-0.24524268227656545,50,0,3.9729959613621033,0,100,56.42758214442819,50,0,0.7077041876841188,100,0,0.9066839949418932,50,0,,50,0
2014-05-15,-0.24253626008316698,50,0,3.9833457970826087,0,100,56.42758214442819,50,0,0.70237440543767,100,0,1.125501539143967,50,0,,50,0
2014-05-16,-0.24010560313300497,50,0,3.9906592718753866,0,100,56.42758214442819,50,0,0.6968262686251332,100,0,1.0947520243513036,50,0,,50,0
2014-05-17,-0.23951279144494458,50,0,3.986401263248709,0,100,56.42758214442819,50,0,0.6911988620867453,100,0,1.3674396907519706,50,0,,50,0
2014-05-18,-0.24239801228480967,50,0,3.9551459369069084,0,100,56.42758214442819,50,0,0.6863482083371145,100,0,1.281146879957271,50,0,,50,0
2014-05-19,-0.24172174148180414,50,0,3.947896835909112,0,100,56.42758214442819,50,0,0.6809992760849793,100,0,1.3373664915212242,50,0,,50,0
2014-05-20,-0.18884268084858968,50,0,4.313389238925995,0,100,56.42758214442819,50,0,0.6758966257515601,100,0,1.1609569805435287,50,0,,50,0
2014-05-21,-0.18483078833084088,50,0,4.33159739733999,0,100,56.42758214442819,50,0,0.6707792688385984,100,0,1.272706321737321,50,0,,50,0
2014-05-22,-0.1449454180230769,50,0,4.604754878724935,0,100,56.42758214442819,50,0,0.6658470687014443,100,0,1.208304706315596,50,0,,50,0
2014-05-23,-0.14931769940705292,50,0,4.562611230374177,0,100,56.42758214442819,50,0,0.660773283419762,100,0,1.1580731793953694,50,0,,50,0
2014-05-24,-0.14520333018129425,50,0,4.582343776220862,0,100,56.42758214442819,50,0,0.6557354444443051,100,0,1.1086113960649302,50,0,,50,0
2014-05-25,-0.09047983893211765,50,0,4.96086776384729,0,100,56.42758214442819,50,0,0.6510575525160849,100,0,1.2625510544745975,50,0,,50,0
2014-05-26,-0.07704618367148656,50,0,5.042458877841938,0,100,56.42758214442819,50,0,0.6465784724958765,100,0,1.2463474178333984,50,0,,50,0
2014-05-27,-0.09657885852658642,50,0,4.9308845794978575,0,100,56.42758214442819,50,0,0.6422412761027964,100,0,1.0160913572215065,50,0,,50,0
2014-05-28,-0.0909897757880154,50,0,4.9584624027636135,0,100,56.42758214442819,50,0,0.638185377241135,100,0,1.3467799381537706,50,0,,50,0
2014-05-29,-0.10220288462156316,50,0,4.86581431928977,0,100,56.42758214442819,50,0,0.6346347431844113,100,0,1.0109835161501002,50,0,,50,0
2014-05-30,-0.04538600960087133,50,0,5.2766581024203845,0,100,56.42758214442819,50,0,0.6317834375168543,100,0,1.2385190079770099,50,0,,50,0
2014-05-31,-0.03832336974249478,50,0,5.316281021043817,0,100,61.561727534691656,50,0,0.6288965904182496,100,0,1.1613457605010709,50,0,,50,0
2014-06-01,-0.03695663087637423,50,0,5.314511025200383,0,100,61.561727534691656,50,0,0.6260613725291063,100,0,1.471672387502575,50,0,,50,0
2014-06-02,0.0005451010151372623,50,0,5.57420963859827,0,100,61.561727534691656,50,0,0.62360788133745,100,0,1.6796290608663593,0,0,,50,0
2014-06-03,0.00927061372986994,50,0,5.626131357895556,0,100,61.561727534691656,50,0,0.6214377583893927,100,0,1.469256472435247,50,0,,50,0
2014-06-04,-0.026008693103111772,50,0,5.367004186717516,0,100,61.561727534691656,50,0,0.6195315790459014,100,0,1.6423193381639418,0,0,,50,0
2014-06-05,-0.006269965244255798,50,0,5.492211829180114,0,100,61.561727534691656,50,0,0.6171666202943092,100,0,1.2344435263665225,50,0,,50,0
2014-06-06,-0.020288556547942274,50,0,5.377079261608441,0,100,61.561727534691656,50,0,0.6148851262193654,100,0,1.2288648491872427,50,0,,50,0
2014-06-07,-0.013039704955296829,50,0,5.411225357505932,0,100,61.561727534691656,50,0,0.6129798796643494,100,0,1.3043778643617292,50,0,,50,0
2014-06-08,-0.012708092016105075,50,0,5.398729036681282,0,100,61.561727534691656,50,0,0.6110125185488241,100,0,1.1318163893389144,50,0,,50,0
2014-06-09,-0.02562470976202409,50,0,5.300752625526252,0,100,61.561727534691656,50,0,0.6090363378879823,100,0,1.4102022418618827,50,0,,50,0
2014-06-10,-0.02410341998490829,50,0,5.301859851541144,0,100,61.561727534691656,50,0,0.6071242199528682,100,0,1.5261344795350353,0,0,,50,0
2014-06-11,-0.04800475285922919,50,0,5.124634418884269,0,100,61.561727534691656,50,0,0.6057179220788522,100,0,1.2234196031793767,50,0,,50,0
2014-06-12,-0.10480372610467006,50,0,4.787546348167933,0,100,61.561727534691656,50,0,0.6038967918816002,100,0,1.551945226672252,0,0,,50,0
2014-06-13,-0.09944450183572036,50,0,4.81195443846848,0,100,61.561727534691656,50,0,0.6018181059002768,100,0,1.1865512523896031,50,0,,50,0
2014-06-14,-0.1245055061925751,50,0,4.623471492808069,0,100,61.561727534691656,50,0,0.5995857183929539,100,0,1.498238566321788,50,0,,50,0
2014-06-15,-0.10811628487958412,50,0,4.721286554246882,0,100,61.561727534691656,50,0,0.598143626425468,100,0,1.5703925777063668,0,0,,50,0
2014-06-16,-0.10757948724577122,50,0,4.712122366817952,0,100,61.561727534691656,50,0,0.5967769843112567,100,0,1.4783478770824152,50,0,,50,0
2014-06-17,-0.08628280180768179,50,0,4.843023580104954,0,100,61.561727534691656,50,0,0.5950130157704958,100,0,1.5201265145724425,0,0,,50,0
2014-06-18,-0.08832932123102188,50,0,4.814877839277505,0,100,61.561727534691656,50,0,0.5932354139124738,100,0,1.1606246310921347,50,0,,50,0
2014-06-19,-0.10238441803605312,50,0,4.704890701145693,0,100,61.561727534691656,50,0,0.5917410087042992,100,0,1.3621005057462845,50,0,,50,0
2014-06-20,-0.10758511096755231,50,0,4.656029349537464,0,100,61.561727534691656,50,0,0.5900253162432356,100,0,1.4899543166877323,50,0,,50,0
2014-06-21,-0.10639987305576717,50,0,4.650237151587429,0,100,61.561727534691656,50,0,0.5884136583760886,100,0,1.377513587381585,50,0,,50,0
2014-06-22,-0.09874459192514182,50,0,4.688382854655196,0,100,61.561727534691656,50,0,0.5857121064260823,100,0,1.5200339732276928,0,0,,50,0
2014-06-23,-0.11107511317747923,50,0,4.594426130887786,0,100,61.561727534691656,50,0,0.582992289043943,100,0,1.5220962717820288,0,0,,50,0
2014-06-24,-0.12271013910026103,50,0,4.505236377389009,0,100,61.561727534691656,50,0,0.5802747346024862,100,0,1.3643757055748749,50,0,,50,0
2014-06-25,-0.14329386970314997,50,0,4.353874989643308,0,100,61.561727534691656,50,0,0.5775262458723445,100,0,1.2501432945589703,50,0,,50,0
2014-06-26,-0.122493191657124,50,0,4.482833893669598,0,100,61.561727534691656,50,0,0.5752677912139588,100,0,1.2749526987603215,50,0,,50,0
2014-06-27,-0.09993145284465592,50,0,4.6210568841423,0,100,61.561727534691656,50,0,0.5732546372821594,100,0,1.4796100429671242,50,0,,50,0
2014-06-28,-0.1074872030262996,50,0,4.5581003576946175,0,100,61.561727534691656,50,0,0.5710363768860817,100,0,1.434565907590182,50,0,,50,0
2014-06-29,-0.10142838127575918,50,0,4.592451338529254,0,100,61.561727534691656,50,0,0.5689856684708209,100,0,1.2097479905445792,50,0,,50,0
2014-06-30,-0.05871453859337502,50,0,4.866731622631645,0,100,61.86056107240747,50,0,0.5671423866668743,100,0,0.9693274344610507,50,0,,50,0
2014-07-01,-0.05537297667034354,50,0,4.880209058186031,0,100,61.86056107240747,50,0,0.5653203185725908,100,0,1.043820976316532,50,0,,50,0
2014-07-02,-0.04805644971291762,50,0,4.926132177941559,0,100,61.86056107240747,50,0,0.5634751274138856,100,0,0.9476314445279864,50,0,,50,0
2014-07-03,-0.054995408267304806,50,0,4.872171223723671,0,100,61.86056107240747,50,0,0.5617359480733968,100,0,1.0704473432027928,50,0,,50,0
2014-07-04,-0.07359614396936719,50,0,4.737167572048075,0,100,61.86056107240747,50,0,0.5598411269706609,100,0,1.3741865480776916,50,0,,50,0
2014-07-05,-0.07420264572762175,50,0,4.719946868274587,0,100,61.86056107240747,50,0,0.5579726200059237,100,0,1.0820061446842721,50,0,,50,0
2014-07-06,-0.06975474841355112,50,0,4.735352616916677,0,100,61.86056107240747,50,0,0.5562521098142034,100,0,1.061828197167549,50,0,,50,0
2014-07-07,-0.08379591169722886,50,0,4.631806315026878,0,100,61.86056107240747,50,0,0.5545502412168525,100,0,1.155749750810688,50,0,,50,0
2014-07-08,-0.08169888833088129,50,0,4.631599774939514,0,100,61.86056107240747,50,0,0.5529116210378335,100,0,1.097236666537103,50,0,,50,0
2014-07-09,-0.08631234866338845,50,0,4.594569315111889,0,100,61.86056107240747,50,0,0.5514926660625422,100,0,1.2875251829410104,50,0,,50,0
2014-07-10,-0.09297137895971423,50,0,4.539789249822761,0,100,61.86056107240747,50,0,0.5502138917243252,100,0,1.283703226133543,50,0,,50,0
2014-07-11,-0.07288462143848749,50,0,4.656584672384859,0,100,61.86056107240747,50,0,0.5490975846577454,100,0,1.1119617739588397,50,0,,50,0
2014-07-12,-0.07051412126980133,50,0,4.658861703624081,0,100,61.86056107240747,50,0,0.5480503638248228,100,0,1.3131423247644143,50,0,,50,0
2014-07-13,-0.07892545214835187,50,0,4.592195555043633,0,100,61.86056107240747,50,0,0.5467416153145894,100,0,1.2042163678474747,50,0,,50,0
2014-07-14,-0.09133651921676089,50,0,4.499835603011406,0,100,61.86056107240747,50,0,0.5453901104830916,100,0,0.9421993074734255,50,0,,50,0
2014-07-15,-0.0886066486191975,50,0,4.50518400047581,0,100,61.86056107240747,50,0,0.5441154536030003,100,0,1.2774549902007044,50,0,,50,0
2014-07-16,-0.09519866492639241,50,0,4.450551896309882,0,100,61.86056107240747,50,0,0.5436976958414645,100,0,1.0599958942946142,50,0,,50,0
2014-07-17,-0.08671752037037846,50,0,4.493184081549824,0,100,61.86056107240747,50,0,0.5431838642598688,100,0,1.2068941609960369,50,0,,50,0
2014-07-18,-0.0798130750753487,50,0,4.525229930505659,0,100,61.86056107240747,50,0,0.5427933675879268,100,0,1.457574836458395,50,0,,50,0
2014-07-19,-0.0816959466293724,50,0,4.499411851515434,0,100,61.86056107240747,50,0,0.5426708465207779,100,0,1.2960089915528248,50,0,,50,0
2014-07-20,-0.08654123332837244,50,0,4.457111426371063,0,100,61.86056107240747,50,0,0.5425611063729773,100,0,1.1881353385040194,50,0,,50,0
2014-07-21,-0.0918891614635282,50,0,4.415035240471764,0,100,61.86056107240747,50,0,0.5422193892244442,100,0,1.1673482311490337,50,0,,50,0
2014-07-22,-0.09388608988570826,50,0,4.390691534395034,0,100,61.86056107240747,50,0,0.5422304497279195,100,0,1.0510203677391048,50,0,,50,0
2014-07-23,-0.09471294740333087,50,0,4.376610699057758,0,100,61.86056107240747,50,0,0.5421459069804401,100,0,0.9832245449825154,50,0,,50,0
2014-07-24,-0.11413400801690667,50,0,4.244411580617559,0,100,61.86056107240747,50,0,0.5419518744347015,100,0,0.9755573595792908,50,0,,50,0
2014-07-25,-0.11582506845999636,50,0,4.22247888131424,0,100,61.86056107240747,50,0,0.5416395169406416,100,0,1.0895879420163328,50,0,,50,0
2014-07-26,-0.1237306944753026,50,0,4.1618094095208455,0,100,61.86056107240747,50,0,0.5413183783637261,100,0,0.9134797922313872,50,0,,50,0
2014-07-27,-0.12746213125747813,50,0,4.127720340143295,0,100,61.86056107240747,50,0,0.5410721318626958,100,0,1.1281827423331627,50,0,,50,0
2014-07-28,-0.13210681825869153,50,0,4.087268743728077,0,100,61.86056107240747,50,0,0.5407705466309483,100,0,1.0462239444284291,50,0,,50,0
2014-07-29,-0.13581035148048595,50,0,4.051988995485928,0,100,61.86056107240747,50,0,0.5405457373430428,100,0,1.008546496821822,50,0,,50,0
2014-07-30,-0.15958950839048608,50,0,3.8940796895524463,0,100,61.86056107240747,50,0,0.5408703802359871,100,0,1.5153298371250277,0,0,,50,0
2014-07-31,-0.13835375472006306,50,0,4.014394862074037,0,100,59.30162311043771,50,0,0.5408181444920678,100,0,1.0613744886872896,50,0,,50,0
2014-08-01,-0.1226860252629272,50,0,4.10257295396789,0,100,59.30162311043771,50,0,0.5408297372312503,100,0,1.1217691754276446,50,0,,50,0
2014-08-02,-0.130613221050952,50,0,4.044435650579525,0,100,59.30162311043771,50,0,0.540875544542416,100,0,1.2133262450614644,50,0,,50,0
2014-08-03,-0.13408737459040512,50,0,4.012307233421682,0,100,59.30162311043771,50,0,0.5405141133402867,100,0,1.089916332452291,50,0,,50,0
2014-08-04,-0.13386459243448226,50,0,4.006652777516428,0,100,59.30162311043771,50,0,0.5396462199345947,100,0,0.8204279483960686,50,0,,50,0
2014-08-05,-0.14424109758899473,50,0,3.9563959759742664,0,100,59.30162311043771,50,0,0.5386702301578116,100,0,0.83138496877844,50,0,,50,0
2014-08-06,-0.1440103221200065,50,0,3.947725046345766,0,100,59.30162311043771,50,0,0.5379925289278326,100,0,1.1818723121982686,50,0,,50,0
2014-08-07,-0.1400489781779778,50,0,3.9622334734042686,0,100,59.30162311043771,50,0,0.5374805800272372,100,0,0.9691218309770083,50,0,,50,0
2014-08-08,-0.13693165506030594,50,0,3.971071814729104,0,100,59.30162311043771,50,0,0.5367998553962968,100,0,1.0655049475379645,50,0,,50,0
2014-08-09,-0.13733162097000506,50,0,3.9595339510358207,0,100,59.30162311043771,50,0,0.5361498740071032,100,0,1.3368734011431649,50,0,,50,0
2014-08-10,-0.13717317078294097,50,0,3.9510092459974064,0,100,59.30162311043771,50,0,0.5355472588711555,100,0,1.2344073404189753,50,0,,50,0
2014-08-11,-0.15510826232510352,50,0,3.8336800628521486,0,100,59.30162311043771,50,0,0.5349284152909923,100,0,1.2616169540287168,50,0,,50,0
2014-08-12,-0.16092663142307154,50,0,3.7890763321788876,0,100,59.30162311043771,50,0,0.5342904891646085,100,0,1.1472189735256177,50,0,,50,0
2014-08-13,-0.18324247239203623,50,0,3.64662661742478,0,100,59.30162311043771,50,0,0.5334384718392404,100,0,0.9055301457879958,50,0,,50,0
2014-08-14,-0.23078749377873595,50,0,3.350894620835126,0,100,59.30162311043771,50,0,0.5326612693223232,100,0,1.1254071527237688,50,0,,50,0
2014-08-15,-0.23588835550482354,50,0,3.3113056624561676,0,100,59.30162311043771,50,0,0.5319384454195897,100,0,0.865430964304747,50,0,,50,0
2014-08-16,-0.21185030451693,50,0,3.444608359194923,0,100,59.30162311043771,50,0,0.5315205038625708,100,0,0.8336639454098986,50,0,,50,0
2014-08-17,-0.23893529689232673,50,0,3.2785749481151143,0,100,59.30162311043771,50,0,0.5309530668505333,100,0,1.16352482247717,50,0,,50,0
2014-08-18,-0.27006744568590446,50,0,3.08203811837211,0,100,59.30162311043771,50,0,0.5301732728656744,100,0,1.2136164169839938,50,0,,50,0
2014-08-19,-0.24976013358686291,50,0,3.1919681476815733,0,100,59.30162311043771,50,0,0.5294845557923024,100,0,1.0401155221407885,50,0,,50,0
2014-08-20,-0.21798582555522422,50,0,3.3695770659665625,0,100,59.30162311043771,50,0,0.5288424736692962,100,0,0.894220648612397,50,0,,50,0
2014-08-21,-0.21312148068796624,50,0,3.388748127386794,0,100,59.30162311043771,50,0,0.5282920651760856,100,0,0.9353935822323712,50,0,,50,0
2014-08-22,-0.21671495369813712,50,0,3.3601203001022166,0,100,59.30162311043771,50,0,0.5278242317820879,100,0,0.8417760738067456,50,0,,50,0
2014-08-23,-0.23783012600933306,50,0,3.228752394910419,0,100,59.30162311043771,50,0,0.5272778082729817,100,0,1.0063156477811175,50,0,,50,0
2014-08-24,-0.22507952572401474,50,0,3.2944076967766565,0,100,59.30162311043771,50,0,0.5268269147246102,100,0,0.837614624604371,50,0,,50,0
2014-08-25,-0.23273809750281066,50,0,3.242688067998867,0,100,59.30162311043771,50,0,0.5263674204224573,100,0,0.7428964793406774,50,0,,50,0
2014-08-26,-0.22129689927806617,50,0,3.301098442520152,0,100,59.30162311043771,50,0,0.5258692692785503,100,0,0.932754427917127,50,0,,50,0
2014-08-27,-0.2231486537164055,50,0,3.2824876336173925,0,100,59.30162311043771,50,0,0.5253918812086623,100,0,0.9442950186420185,50,0,,50,0
2014-08-28,-0.2249740748543415,50,0,3.249981602828313,0,100,59.30162311043771,50,0,0.5247933447106502,100,0,1.012555188844711,50,0,,50,0
2014-08-29,-0.22175921302967533,50,0,3.258951324155948,0,100,59.30162311043771,50,0,0.524179743036542,100,0,0.9682479453796383,50,0,,50,0
2014-08-30,-0.23036457448222922,50,0,3.2029951108567705,0,100,59.30162311043771,50,0,0.5236630943934143,100,0,1.0078242789384162,50,0,,50,0
2014-08-31,-0.25620273986004427,50,0,3.0508780640484146,0,100,54.86298792155866,50,0,0.5230085499456515,100,0,1.0797164906570376,50,0,,50,0
2014-09-01,-0.26078596761607925,50,0,3.0190448323157995,0,100,54.86298792155866,50,0,0.5223563516193325,100,0,0.7112452807413426,50,0,,50,0
2014-09-02,-0.2604925886814637,50,0,3.0118490338440633,0,100,54.86298792155866,50,0,0.5216602266272066,100,0,0.7110068104890173,50,0,,50,0
2014-09-03,-0.26093745915750527,50,0,3.0024059071529634,0,100,54.86298792155866,50,0,0.5209468849713366,100,0,0.9101630134673255,50,0,,50,0
2014-09-04,-0.24337025883479718,50,0,3.0943511945719835,0,100,54.86298792155866,50,0,0.5202990774310542,100,0,0.8804342185735927,50,0,,50,0
2014-09-05,-0.2557997835586044,50,0,3.0195298727414945,0,100,54.86298792155866,50,0,0.5195878445512847,100,0,0.7520645840038002,50,0,,50,0
2014-09-06,-0.2537696159381341,50,0,3.024922901858049,0,100,54.86298792155866,50,0,0.5189092688722245,100,0,0.9721307923056325,50,0,,50,0
2014-09-07,-0.2559966381660563,50,0,3.004137087416706,0,100,54.86298792155866,50,0,0.5182162682584703,100,0,0.830862810933682,50,0,,50,0
2014-09-08,-0.2664771700009598,50,0,2.938988303913121,0,100,54.86298792155866,50,0,0.5171288515882463,100,0,0.7167732855792046,50,0,,50,0
2014-09-09,-0.26088439491980525,50,0,2.9611444453839666,0,100,54.86298792155866,50,0,0.5160433323052389,100,0,0.7114334727492423,50,0,,50,0
2014-09-10,-0.25576719762092515,50,0,2.981464783880118,0,100,54.86298792155866,50,0,0.5147205714549589,100,0,0.9247678026676542,50,0,,50,0
2014-09-11,-0.2562436964600858,50,0,2.9719768855510518,0,100,54.86298792155866,50,0,0.5134275531342213,100,0,0.8164802202067615,50,0,,50,0
2014-09-12,-0.2596281585349145,50,0,2.945387150484532,0,100,54.86298792155866,50,0,0.5120945832683628,100,0,0.7645786257189281,50,0,,50,0
2014-09-13,-0.2551336646689438,50,0,2.9637335086214884,0,100,54.86298792155866,50,0,0.5104242899803445,100,0,1.0056492929697833,50,0,,50,0
2014-09-14,-0.2578070464824989,50,0,2.9431948341758547,0,100,54.86298792155866,50,0,0.5086564046335323,100,0,0.7945039158350284,50,0,,50,0
2014-09-15,-0.26102324728854154,50,0,2.918584753121427,0,100,54.86298792155866,50,0,0.5069627829482426,100,0,0.797514654577247,50,0,,50,0
2014-09-16,-0.27050545489677164,50,0,2.8603817656368653,0,100,54.86298792155866,50,0,0.5051913916817534,100,0,0.8857651050503239,50,0,,50,0
2014-09-17,-0.27935324501380815,50,0,2.806448722256969,0,100,54.86298792155866,50,0,0.5033943924738138,100,0,0.8494199677222247,50,0,,50,0
2014-09-18,-0.3120459035662731,50,0,2.620363138552663,0,100,54.86298792155866,50,0,0.5010794385955812,100,0,0.8506173430788951,50,0,,50,0
2014-09-19,-0.34852699893235656,50,0,2.413714693113057,0,0,54.86298792155866,50,0,0.49854879829888515,100,0,0.7588418077693109,50,0,,50,0
2014-09-20,-0.32779950636235106,50,0,2.51427095717407,0,100,54.86298792155866,50,0,0.4960991807331328,100,0,0.7495749119296424,50,0,,50,0
2014-09-21,-0.33976684717516736,50,0,2.4449330692010935,0,0,54.86298792155866,50,0,0.4933385108448302,100,0,0.6851747540839686,50,0,,50,0
2014-09-22,-0.33890086299871763,50,0,2.443576801983764,0,0,54.86298792155866,50,0,0.49052173187959663,100,0,0.7231451895742698,50,0,,50,0
2014-09-23,-0.2955776620644759,50,0,2.667740049413277,0,100,54.86298792155866,50,0,0.4881425556336318,100,0,0.6855209512826381,50,0,,50,0
2014-09-24,-0.312337411984481,50,0,2.5730143797814846,0,100,54.86298792155866,50,0,0.48555526674440663,100,0,0.6841786076106728,50,0,,50,0
2014-09-25,-0.32834816006762435,50,0,2.482603193621177,0,0,54.86298792155866,50,0,0.4829895861811421,100,0,0.775892868319861,50,0,,50,0
2014-09-26,-0.33253598662319805,50,0,2.4526023807408674,0,0,54.86298792155866,50,0,0.4803572433840019,100,0,0.5485977936647226,50,0,,50,0
2014-09-27,-0.3376987823242248,50,0,2.419980225852823,0,0,54.86298792155866,50,0,0.4777000266574549,100,0,0.5039553003183005,50,0,,50,0
2014-09-28,-0.36641433347209296,50,0,2.264991954970144,0,0,54.86298792155866,50,0,0.4749981765664764,100,0,0.5608135348241445,50,0,,50,0
2014-09-29,-0.3681024927888671,50,0,2.2463939364818244,0,0,54.86298792155866,50,0,0.47227582473479807,100,0,0.49919346025265476,100,0,,50,0
2014-09-30,-0.3489708428560095,50,0,2.3400228312066806,0,0,51.29634494117926,50,0,0.46981391477015877,100,0,0.5681234387068884,50,0,,50,0
2014-10-01,-0.3558442318981446,50,0,2.2980462166144826,0,0,51.29634494117926,50,0,0.46762302624915286,100,0,0.5790023808671118,50,0,,50,0
2014-10-02,-0.3674719867463005,50,0,2.2321660007674424,0,0,51.29634494117926,50,0,0.4653536778952473,100,0,0.5495747344397965,50,0,,50,0
2014-10-03,-0.38330464219133925,50,0,2.1398518929292423,0,0,51.29634494117926,50,0,0.4631952171401844,100,0,0.5243358610463689,50,0,,50,0
2014-10-04,-0.41615297558765174,50,0,1.9645506609770622,0,0,51.29634494117926,50,0,0.4608027024361035,100,0,0.615239111909647,50,0,,50,0
2014-10-05,-0.4229396838444996,50,0,1.9260531772982563,0,0,51.29634494117926,50,0,0.4583761878077718,100,0,0.5593506978859152,50,0,,50,0
2014-10-06,-0.4151723583753019,50,0,1.9470724620378788,0,0,51.29634494117926,50,0,0.4558620537830131,100,0,0.5122702025381444,50,0,,50,0
2014-10-07,-0.40678356295906876,50,0,1.9845725057201897,0,0,51.29634494117926,50,0,0.4534233457648406,100,0,0.3908278489892266,100,0,,50,0
2014-10-08,-0.3822749249376674,50,0,2.1053740844442634,0,0,51.29634494117926,50,0,0.4512261163260332,100,0,0.45586833183228703,100,0,,50,0
2014-10-09,-0.37307298236160247,50,0,2.1455028835201575,0,0,51.29634494117926,50,0,0.44908262904665147,100,0,0.530025668536328,50,0,,50,0
2014-10-10,-0.37599074044891495,50,0,2.1255103409265517,0,0,51.29634494117926,50,0,0.4468983604248334,100,0,0.5547643092731956,50,0,,50,0
2014-10-11,-0.3721329565725552,50,0,2.1401097928241968,0,0,51.29634494117926,50,0,0.444668864415853,100,0,0.5654075945762135,50,0,,50,0
2014-10-12,-0.3530667219662154,50,0,2.230945959380005,0,0,51.29634494117926,50,0,0.4426411941509997,100,0,0.5483248962550614,50,0,,50,0
2014-10-13,-0.3370715831599059,50,0,2.3105104600556343,0,0,51.29634494117926,50,0,0.44077279989571555,100,0,0.6062425852648868,50,0,,50,0
2014-10-14,-0.3267294451940552,50,0,2.358910125561718,0,0,51.29634494117926,50,0,0.4391109684819554,100,0,0.559826548991419,50,0,,50,0
2014-10-15,-0.33312272420483263,50,0,2.3182625508183166,0,0,51.29634494117926,50,0,0.4372616134130816,100,0,0.5845854255739831,50,0,,50,0
2014-10-16,-0.34764710557966916,50,0,2.2423842688200732,0,0,51.29634494117926,50,0,0.4352063497888432,100,0,0.5696519679525102,50,0,,50,0
2014-10-17,-0.3473049430902388,50,0,2.238095062535865,0,0,51.29634494117926,50,0,0.43320135183561365,100,0,0.49409989646378266,100,0,,50,0
2014-10-18,-0.3366092288331035,50,0,2.2875966173801237,0,0,51.29634494117926,50,0,0.4312047089060653,100,0,0.5975771682730533,50,0,,50,0
2014-10-19,-0.33969610432577907,50,0,2.2686656287712577,0,0,51.29634494117926,50,0,0.4289170883073551,100,0,0.5328412377644971,50,0,,50,0
2014-10-20,-0.34841424047038344,50,0,2.2213990604929257,0,0,51.29634494117926,50,0,0.42659928907257183,100,0,0.5107789006252631,50,0,,50,0
2014-10-21,-0.3435620884486897,50,0,2.241198100658187,0,0,51.29634494117926,50,0,0.4242741300497919,100,0,0.6498593413786894,50,0,,50,0
2014-10-22,-0.3485860398960187,50,0,2.2119494676918237,0,0,51.29634494117926,50,0,0.42200468722954726,100,0,0.5977673301862877,50,0,,50,0
2014-10-23,-0.3758870951753402,50,0,2.0727500106889427,0,0,51.29634494117926,50,0,0.4197816970949759,100,0,0.5291821137549461,50,0,,50,0
2014-10-24,-0.3751301527731642,50,0,2.0705186065013437,0,0,51.29634494117926,50,0,0.41765040540484705,100,0,0.5468208788476847,50,0,,50,0
